"order_purchase_timestamp","order_approved_at","order_delivered_carrier_date","order_delivered_customer_date","order_estimated_delivery_date","order_item_id","shipping_limit_date","price","freight_value","category_name","product_weight_g","volume_cm3","review_score","review_comment_message","customer_zip_code_prefix","customer_unique_id","customer_city","geolocation_lat","geolocation_lng","seller_zip_code_prefix","seller_city","geolocation_lat","geolocation_lng","delivered_on_time"
"2017-08-21 12:54:37","2017-08-21 13:05:16","2017-08-21 19:07:09","2017-08-23 23:04:17","2017-09-06","1","2017-08-30 13:05:16","86.80000305175781","7.860000133514404","cool_stuff","422.0","3240.0","5.0","Tudo ok","13344","ebcca806966fdf4317d0741eeee16004","INDAIATUBA","-23.109556746321207","-47.21159387815227","1319","SAO PAULO","-23.55156260866176","-46.64021297307979","1"
"2018-06-12 06:19:27","2018-06-12 06:35:05","2018-06-18 11:01:00","2018-06-19 22:12:23","2018-06-26","1","2018-06-18 06:30:53","39.0","7.53000020980835","sports_leisure","150.0","2816.0","4.0","Bom ","11425","0697142614905a50813d854fa08b8eaf","GUARUJA","-23.997263373239814","-46.30455513918509","3933","SAO PAULO","-23.583430697472455","-46.502034244243724","1"
"2018-07-15 19:47:30","2018-07-15 20:04:06","2018-07-16 14:23:00","2018-07-20 22:03:24","2018-08-02","1","2018-07-20 20:04:06","105.0","17.8700008392334","signaling_and_security","3000.0","27000.0","5.0","Produto chegou dentro do prazo. Veio conforme descrição e é excelente.","12515","aa584bf61054b3967bbc9e8c6f74159f","GUARATINGUETA","-22.808312911612862","-45.19410798333983","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2018-01-14 22:31:54","2018-01-15 09:56:33","2018-01-15 19:43:56","2018-01-22 16:03:40","2018-01-30","1","2018-01-19 09:56:33","78.0","7.800000190734863","watches_gifts","250.0","352.0","4.0","","13045","71a5182c33ade63d4f8b42f432b834c0","CAMPINAS","-22.92862439272322","-47.03652357285475","5849","SAO PAULO","-23.651114842510154","-46.75521082321932","1"
"2018-07-23 11:36:26","2018-07-23 14:30:58","2018-07-23 16:06:00","2018-07-25 14:41:26","2018-08-06","1","2018-07-27 13:31:22","59.0","13.069999694824219","perfumery","450.0","6528.0","5.0","","13290","71d5e9bcbe05f2adfa08c33a109c12e0","LOUVEIRA","-23.082740800998327","-46.952110896474125","13575","SAO CARLOS","-22.025036975301497","-47.90953639661835","1"
"2018-04-20 10:24:13","2018-04-20 10:35:25","2018-04-24 15:55:40","2018-05-02 16:28:42","2018-05-18","1","2018-05-02 10:35:25","79.0","13.90999984741211","stationery","7900.0","48125.0","5.0","","5778","b9b70004b9682db7a07defb7ab1b475d","SAO PAULO","-23.642748984736553","-46.75070707868312","13232","CAMPO LIMPO PAULISTA","-23.21438523122222","-46.76501501718525","1"
"2018-05-06 21:33:24","2018-05-07 21:32:21","2018-05-08 14:24:00","2018-05-11 12:16:58","2018-05-24","1","2018-05-13 21:31:11","158.0","15.199999809265137","housewares","8700.0","24624.0","3.0","Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!","16500","8396c03f207f8a7b155a99fc1e56a98e","CAFELANDIA","-21.808257907329665","-49.59904863695151","3273","SAO PAULO","-23.57841833611285","-46.5592068753823","1"
"2017-05-16 15:05:35","2017-05-16 15:22:12","2017-05-23 10:47:57","2017-05-25 10:35:35","2017-06-05","1","2017-05-22 15:22:12","124.98999786376953","21.8799991607666","office_furniture","8683.0","107136.0","4.0","","14409","861eff4711a542e4b93843c6dd7febb0","FRANCA","-20.509897499999994","-47.3978655","8577","ITAQUAQUECETUBA","-23.482623440635415","-46.37448952833195","1"
"2018-06-23 04:04:48","2018-06-23 04:18:43","2018-06-26 14:50:00","2018-06-30 16:51:48","2018-07-16","1","2018-06-26 04:18:43","94.98999786376953","13.329999923706055","telephony","350.0","1615.0","1.0","","16400","ff994a455350d9f24c79a7482b89dfe6","LINS","-21.672627363155197","-49.761769422859246","4160","SAO PAULO","-23.62556238995326","-46.61300045184374","1"
"2018-01-09 21:01:41","2018-01-10 10:32:56","2018-01-12 20:43:43","2018-02-06 18:37:59","2018-01-30","1","2018-01-15 21:12:21","8.0","11.850000381469727","housewares","200.0","616.0","1.0","o produto que pedi não condiz com a foto, pior é enviar ao cliente uma borracha de vedaçao que vc entra com o valor de 3,00. É uma tiraçao ","4434","03466aa4289c03856add8a3537f914cd","SAO PAULO","-23.684751650008693","-46.66874074701369","18185","PILAR DO SUL","-23.821237436073826","-47.71739093523898","0"
"2017-12-16 18:02:38","2017-12-16 19:10:15","2017-12-19 03:07:24","2017-12-22 16:59:22","2018-01-05","1","2017-12-21 19:10:15","122.98999786376953","9.0600004196167","","400.0","3600.0","5.0","","7060","c90f4838718f64510792abce92a1a7b5","GUARULHOS","-23.45241077185642","-46.54784739286745","7133","GUARULHOS","-23.44007914793122","-46.51144923980033","1"
"2017-08-31 16:17:50","2017-09-01 02:30:17","2017-09-01 15:34:40","2017-09-04 19:57:35","2017-09-13","1","2017-09-08 02:30:17","102.0","10.130000114440918","health_beauty","473.0","4368.0","5.0","","4342","bc63c4173e1894a960b5e018ad16eeae","SAO PAULO","-23.631690688037395","-46.647940819868445","12913","BRAGANCA PAULISTA","-22.95750491772243","-46.52488623678449","1"
"2018-08-22 15:38:10","2018-08-24 03:15:10","2018-08-24 16:46:00","2018-08-30 19:59:26","2018-08-31","1","2018-08-28 03:15:10","76.0","18.829999923706055","sports_leisure","3675.0","23100.0","5.0","Tudo certinho, obrigada.","9230","e1271d8a2ce007bdd8b40df8a0ded843","SANTO ANDRE","-23.615660188196482","-46.52306999999999","14070","RIBEIRAO PRETO","-21.116471333054424","-47.79073400291418","1"
"2017-09-07 18:21:44","2017-09-07 18:35:10","2017-09-13 10:11:40","2017-09-19 18:44:20","2017-10-04","1","2017-09-21 18:35:10","45.900001525878906","12.649999618530273","furniture_decor","600.0","1800.0","4.0","Chegou antes do prazo.","13080","b1079e3544bf2cf3786e52f5f0220738","CAMPINAS","-22.855213445467104","-47.06406578864909","14940","IBITINGA","-21.75492473119379","-48.84352338716271","1"
"2017-09-07 18:21:44","2017-09-07 18:35:10","2017-09-13 10:11:40","2017-09-19 18:44:20","2017-10-04","3","2017-09-21 18:35:10","45.900001525878906","12.710000038146973","furniture_decor","700.0","1800.0","4.0","Chegou antes do prazo.","13080","b1079e3544bf2cf3786e52f5f0220738","CAMPINAS","-22.855213445467104","-47.06406578864909","14940","IBITINGA","-21.75492473119379","-48.84352338716271","1"
"2017-09-07 18:21:44","2017-09-07 18:35:10","2017-09-13 10:11:40","2017-09-19 18:44:20","2017-10-04","2","2017-09-21 18:35:10","45.900001525878906","12.710000038146973","furniture_decor","600.0","1800.0","4.0","Chegou antes do prazo.","13080","b1079e3544bf2cf3786e52f5f0220738","CAMPINAS","-22.855213445467104","-47.06406578864909","14940","IBITINGA","-21.75492473119379","-48.84352338716271","1"
"2018-08-09 21:16:21","2018-08-09 21:30:14","2018-08-13 10:05:00","2018-08-20 12:19:03","2018-08-24","1","2018-08-15 21:30:14","59.900001525878906","14.729999542236328","bed_bath_table","700.0","6615.0","3.0","","4433","23be4b5b1e9add3f80da9607e9de5775","SAO PAULO","-23.688394313378538","-46.66170035569669","14940","IBITINGA","-21.744743164047073","-48.81730560103751","1"
"2018-01-23 16:03:56","2018-01-25 02:38:30","2018-01-26 18:32:31","2018-02-03 17:19:45","2018-02-07","1","2018-01-31 02:38:30","159.89999389648438","8.369999885559082","cool_stuff","200.0","6400.0","5.0","","1532","46732b93e98cb6b04a44917b50666a64","SAO PAULO","-23.57276937468981","-46.63345328143571","3087","SAO PAULO","-23.5300706924808","-46.56414335887811","1"
"2017-07-04 17:46:16","2017-07-05 17:40:06","2017-07-07 16:02:58","2017-07-10 17:55:08","2017-07-17","1","2017-07-11 17:13:56","34.9900016784668","7.78000020980835","fixed_telephony","200.0","1045.0","4.0","","6717","82902ed35742cd23bb67a4b774a0bc63","COTIA","-23.602687458797302","-46.92546533305443","3569","SAO PAULO","-23.541941545934563","-46.490954888424035","1"
"2018-03-25 13:48:39","2018-03-27 04:08:18","2018-03-27 19:18:54","2018-03-28 20:14:38","2018-04-06","2","2018-04-02 04:08:18","7.5","7.389999866485596","health_beauty","250.0","2592.0","5.0","","3982","1650459e18e792163dca4edab647caad","SAO PAULO","-23.60960979017829","-46.51588597807146","8820","MOGI DAS CRUZES","-23.512628393866617","-46.15269778088044","1"
"2018-03-25 13:48:39","2018-03-27 04:08:18","2018-03-27 19:18:54","2018-03-28 20:14:38","2018-04-06","1","2018-04-02 04:08:18","7.5","7.389999866485596","health_beauty","250.0","2592.0","5.0","","3982","1650459e18e792163dca4edab647caad","SAO PAULO","-23.60960979017829","-46.51588597807146","8820","MOGI DAS CRUZES","-23.512628393866617","-46.15269778088044","1"
"2018-07-29 07:27:26","2018-07-29 07:35:09","2018-07-30 15:11:00","2018-08-01 22:32:40","2018-08-13","1","2018-07-31 07:35:09","154.89999389648438","15.390000343322754","books_general_interest","1450.0","4400.0","5.0","","19010","5f8ad624020f7db33a63d5a0e5d14348","PRESIDENTE PRUDENTE","-22.119916493744665","-51.386787673240896","17400","GARCA","-22.21044478982765","-49.652952114080456","1"
"2017-08-10 14:04:58","2017-08-10 14:23:38","2017-08-11 13:52:35","2017-08-12 11:56:49","2017-08-23","1","2017-08-16 14:23:38","75.9000015258789","7.789999961853027","baby","238.0","3000.0","2.0","tudo correu bem com a loja e com a entrega mas o produto não funcionou, vou devolver","13092","cd6b577df45c00daa6b2767eaa947c72","CAMPINAS","-22.894513461888746","-47.03191574808751","9350","MAUA","-23.675223189853284","-46.44103830326542","1"
"2017-11-26 20:51:06","2017-11-26 21:13:35","2017-12-01 23:41:52","2017-12-11 18:13:19","2017-12-12","1","2017-12-01 21:13:35","69.98999786376953","9.359999656677246","furniture_decor","1350.0","12000.0","4.0","","13050","595e86ccb5e139b87f2585257597b82a","CAMPINAS","-22.948280116927908","-47.10660905632569","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2017-11-26 20:51:06","2017-11-26 21:13:35","2017-12-01 23:41:52","2017-12-11 18:13:19","2017-12-12","2","2017-12-01 21:13:35","69.98999786376953","9.359999656677246","furniture_decor","1350.0","12000.0","4.0","","13050","595e86ccb5e139b87f2585257597b82a","CAMPINAS","-22.948280116927908","-47.10660905632569","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2017-08-09 16:21:06","2017-08-10 10:25:08","2017-08-11 19:05:53","2017-08-16 22:34:11","2017-08-29","1","2017-08-16 10:25:08","151.99000549316406","17.770000457763672","bed_bath_table","13500.0","48125.0","5.0","","8503","a7b781410bcc8bbf3221f48ff45aae6d","FERRAZ DE VASCONCELOS","-23.551779027756915","-46.360277402446734","14940","IBITINGA","-21.75147214369082","-48.836044495330654","1"
"2017-08-01 18:44:07","2017-08-01 18:55:11","2017-08-03 18:32:51","2017-08-08 20:33:42","2017-08-21","2","2017-08-07 18:55:11","49.900001525878906","11.850000381469727","furniture_decor","800.0","5880.0","5.0","","5782","12373dc83d9c052f14c972f235f75064","SAO PAULO","-23.653755094090805","-46.76770366250216","18608","BOTUCATU","-22.870723316365783","-48.45221780090914","1"
"2017-08-01 18:44:07","2017-08-01 18:55:11","2017-08-03 18:32:51","2017-08-08 20:33:42","2017-08-21","1","2017-08-07 18:55:11","49.900001525878906","11.850000381469727","furniture_decor","800.0","5880.0","5.0","","5782","12373dc83d9c052f14c972f235f75064","SAO PAULO","-23.653755094090805","-46.76770366250216","18608","BOTUCATU","-22.870723316365783","-48.45221780090914","1"
"2018-03-22 11:42:20","2018-03-22 11:55:35","2018-04-05 14:42:45","2018-04-09 13:08:38","2018-04-12","1","2018-04-05 11:55:35","55.0","8.640000343322754","baby","450.0","4004.0","5.0","","12247","d9876db394b3f1f5f599ba5adf911157","SAO JOSE DOS CAMPOS","-23.14369594235123","-45.777215041321455","13257","ITATIBA","-22.995677703232378","-46.857106243157794","1"
"2018-05-20 15:39:38","2018-05-22 08:16:03","2018-05-23 15:52:00","2018-05-28 15:33:10","2018-06-05","1","2018-05-24 08:16:03","106.0","13.180000305175781","sports_leisure","350.0","4913.0","5.0","Em relação a loja, foi tudo como combinado.","17032","997abd6497ecc58c28707008ebb44534","BAURU","-22.32817929115924","-49.02886625465973","14070","RIBEIRAO PRETO","-21.116471333054424","-47.79073400291418","1"
"2018-03-05 10:25:28","2018-03-05 10:35:48","2018-03-13 23:08:41","2018-03-19 22:46:38","2018-03-21","1","2018-03-09 10:35:48","59.900001525878906","11.920000076293945","fashion_underwear_beach","250.0","2880.0","5.0","O processo de compra foi super rápido e a entrega aconteceu no prazo. Quanto ao produto ainda nao utilizei e não posso avaliar, mas o serviço da lannister foi muito bom.","4662","4b5c728e4fd50ebdfb7799ff5754eee0","SAO PAULO","-23.65434377240469","-46.690854202060095","14401","FRANCA","-20.535958059672353","-47.389987057391956","1"
"2018-05-05 10:39:11","2018-05-05 10:55:26","2018-05-09 12:15:00","2018-05-11 01:16:36","2018-06-13","1","2018-05-30 10:55:26","199.0","14.300000190734863","health_beauty","2900.0","21000.0","5.0","","3322","344cf133c2248f9601dc410b0dc15322","SAO PAULO","-23.547513078019307","-46.5592877082925","8673","SUZANO","-23.54646763188849","-46.317438806098934","1"
"2017-11-25 04:31:42","2017-11-25 05:35:36","2017-11-28 22:18:27","2017-12-01 21:33:36","2017-12-11","1","2017-11-30 05:31:11","13.300000190734863","8.109999656677246","fashion_bags_accessories","200.0","352.0","5.0","","1403","25bd804c580bc1ee0c93d073fae09a84","SAO PAULO","-23.570545190403323","-46.652899247994654","13483","LIMEIRA","-22.56835042131686","-47.44743947974489","1"
"2017-10-26 16:31:16","2017-10-26 17:31:47","2017-10-30 15:59:03","2017-11-03 19:37:54","2017-11-16","2","2017-11-03 16:49:35","38.400001525878906","12.6899995803833","furniture_decor","850.0","10000.0","5.0","","18680","a3a988b211e387fba3be6fdd9b3b23be","LENCOIS PAULISTA","-22.599677467015642","-48.80154099855051","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2017-10-26 16:31:16","2017-10-26 17:31:47","2017-10-30 15:59:03","2017-11-03 19:37:54","2017-11-16","1","2017-11-03 16:49:35","38.400001525878906","12.6899995803833","furniture_decor","850.0","10000.0","5.0","","18680","a3a988b211e387fba3be6fdd9b3b23be","LENCOIS PAULISTA","-22.599677467015642","-48.80154099855051","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2017-10-26 16:31:16","2017-10-26 17:31:47","2017-10-30 15:59:03","2017-11-03 19:37:54","2017-11-16","3","2017-11-03 16:49:35","38.400001525878906","12.6899995803833","furniture_decor","850.0","10000.0","5.0","","18680","a3a988b211e387fba3be6fdd9b3b23be","LENCOIS PAULISTA","-22.599677467015642","-48.80154099855051","3204","SAO PAULO","-23.597985520399334","-46.555472787119875","1"
"2017-07-07 15:24:27","2017-07-07 15:35:08","2017-07-11 11:56:37","2017-07-22 12:59:28","2017-08-01","1","2017-07-18 15:32:13","49.95000076293945","11.850000381469727","bed_bath_table","450.0","4275.0","","","9960","bc67be6e72092614068c8e3421832f54","DIADEMA","-23.694509803667845","-46.594447121604226","14940","IBITINGA","-21.760594962192332","-48.847152167537665","1"
"2017-07-12 11:50:10","2017-07-12 12:55:10","2017-07-12 19:07:57","2017-07-25 13:07:58","2017-08-01","1","2017-07-18 12:55:10","499.8999938964844","10.75","toys","1600.0","27216.0","4.0","Só achei ruim ter pago o frete, e ter que buscar no correio, se continuar deste jeito quero meu frete de volta.","8223","a5c565a59f333f0d8e37f2010a825538","SAO PAULO","-23.525217730431674","-46.472195314478235","4367","SAO PAULO","-23.652502847625374","-46.66809535567546","1"
"2017-06-10 14:01:56","2017-06-10 14:22:36","2017-06-13 09:10:11","2017-06-19 18:45:54","2017-07-03","1","2017-06-15 14:22:36","89.9000015258789","13.649999618530273","home_confort","1825.0","21200.0","5.0","Gostei muito do produto","1412","bfd7552391183f548f9956f2069d64cc","SAO PAULO","-23.5644233366611","-46.66684085068379","14940","IBITINGA","-21.769615332321468","-48.827194480743294","1"
"2018-02-23 14:59:08","2018-02-23 15:46:17","2018-02-28 19:04:23","2018-03-01 20:37:11","2018-03-09","1","2018-03-01 15:31:17","30.5","7.78000020980835","toys","200.0","1408.0","5.0","PRODUTO COM UM OTIMO CUSTO BENEFICIO, INDICO A COMPRA A TODOS","4552","9438aac4d0e7d43bf01d7c06b704c286","SAO PAULO","-23.59416764392051","-46.68638616388714","2310","SAO PAULO","-23.47266471135092","-46.59923598903572","1"
"2017-10-18 12:36:14","2017-10-20 02:46:06","2017-10-23 21:12:59","2017-11-08 13:42:02","2017-10-30","1","2017-10-26 02:46:06","38.9900016784668","8.720000267028809","electronics","200.0","1344.0","5.0","OTIMA, OS PRODUTOS CHEGAM PERFEITOS E SEMPRE NO PRAZO, A UNICA COISA QUE ACHO CARO E O FRETE.","8050","7bf4f2ba9ddd4842999dd89a22d34179","SAO PAULO","-23.50953588758265","-46.45296507886194","3542","SAO PAULO","-23.53108125950717","-46.51791357132556","0"
"2018-01-04 16:52:07","2018-01-05 16:48:03","2018-01-10 13:22:48","2018-01-15 21:03:35","2018-01-29","1","2018-01-16 16:48:03","129.0","13.920000076293945","stationery","6550.0","31920.0","5.0","","9030","5c0662e09dd48f38f85fbb079ad84580","SANTO ANDRE","-23.66958897475323","-46.52122849985578","13232","CAMPO LIMPO PAULISTA","-23.21438523122222","-46.76501501718525","1"
"2017-12-19 09:43:54","2017-12-19 10:53:22","2017-12-20 16:49:18","2017-12-21 14:22:56","2018-01-08","1","2017-12-26 10:53:22","49.9900016784668","11.729999542236328","toys","3900.0","38610.0","5.0","Já comprei diversas vezes e sempre recebi tudo corretamente e muito rápido. Eu recomendo. Loja de confianca. Nota 10!","8550","148a35e3469010c9753897362d1eb8d0","POA","-23.52323351941704","-46.33964684242038","5734","SAO PAULO","-23.627720761275086","-46.74677188164389","1"
"2018-04-18 17:15:44","2018-04-18 17:58:33","2018-04-19 23:21:25","2018-04-21 00:11:03","2018-04-30","1","2018-04-24 17:58:33","12.880000114440918","7.869999885559082","computers_accessories","180.0","2304.0","2.0","Comprei para adaptar um aspirador de pó veicular 12v em uma tomada elétrica 110v mas o aspirador não funciona.","7190","47b38e3ca4ce43247fdfc425e3dae292","GUARULHOS","-23.46000272745108","-46.49469066847478","11010","SANTOS","-23.93465945090488","-46.331065142884974","1"
"2018-03-20 14:19:47","2018-03-20 14:35:39","2018-03-27 04:28:43","2018-03-27 21:59:00","2018-04-02","1","2018-03-26 14:31:50","47.650001525878906","7.389999866485596","health_beauty","1110.0","3762.0","5.0","muito bom","4719","324d6b624ac5bf4d854871935c172b2c","SAO PAULO","-23.63255753733621","-46.70689364807545","13330","INDAIATUBA","-23.088542898147562","-47.218605642247056","1"
"2018-03-05 12:03:36","2018-03-06 11:55:47","2018-03-08 19:56:28","2018-03-09 20:48:40","2018-03-15","1","2018-03-12 11:55:47","139.89999389648438","8.229999542236328","stationery","600.0","704.0","4.0","","9842","58a0881ac45d6c7a8bc79fa8fe2305cb","SAO BERNARDO DO CAMPO","-23.755283954607904","-46.57684779227104","3306","SAO PAULO","-23.543005704137553","-46.57616880489346","1"
"2018-03-20 21:43:44","2018-03-20 22:08:51","2018-03-22 22:12:16","2018-03-26 17:13:54","2018-04-02","1","2018-03-26 22:08:51","45.9900016784668","11.859999656677246","bed_bath_table","1600.0","4640.0","5.0","","17051","01ce78f7a46aaaf7a9d1d2b86224ae38","BAURU","-22.332890702752582","-49.101778722055386","14940","IBITINGA","-21.7506212217083","-48.83149741274348","1"
"2018-06-14 16:09:47","2018-06-14 16:38:12","2018-06-15 10:31:00","2018-06-19 15:58:44","2018-07-04","1","2018-06-18 16:31:30","49.0","13.0","watches_gifts","250.0","352.0","4.0","","17505","e017db36909fc33b589b0570c068a574","MARILIA","-22.199417528449413","-49.968913683045734","5849","SAO PAULO","-23.651114842510154","-46.75521082321932","1"
"2018-05-29 13:55:57","2018-05-29 14:11:48","2018-06-06 14:57:00","2018-06-07 17:35:58","2018-06-21","1","2018-06-06 14:11:48","31.0","7.389999866485596","stationery","400.0","2808.0","4.0","","18108","1c6f70cd9100849862278f9d236bbb3e","SOROCABA","-23.476474993517847","-47.40468147156048","3573","SAO PAULO","-23.56168119891244","-46.506271105553324","1"
"2017-11-24 06:25:10","2017-11-24 06:32:24","2017-11-24 18:46:54","2017-11-30 18:19:22","2017-12-19","1","2017-12-05 06:31:54","56.9900016784668","11.899999618530273","perfumery","250.0","3360.0","4.0","Gostei chegou rapidinho | Gostei e entregou rapidinho","12040","c169af26a849e6d6b99ce9cace56a379","TAUBATE","-23.0245112391167","-45.57939927775183","9015","SANTO ANDRE","-23.665703457960582","-46.51808196779969","1"
"2017-05-15 21:29:38","2017-05-15 21:42:56","2017-05-18 05:34:54","2017-05-23 17:51:47","2017-06-02","1","2017-05-21 21:42:56","69.9000015258789","13.510000228881836","stationery","1500.0","34800.0","5.0","","18520","97b2d5bb4efa38e719b68769a462aa9d","CERQUILHO","-23.17305097147928","-47.758651842610874","13232","CAMPO LIMPO PAULISTA","-23.21438523122222","-46.76501501718525","1"
"2017-05-10 22:02:40","2017-05-11 00:31:33","2017-05-17 10:06:53","2017-05-18 17:09:46","2017-05-18","1","2017-05-16 22:10:10","35.0","7.78000020980835","toys","100.0","8000.0","5.0","","9280","f183cbe7ea382975291850db9c8526a7","SANTO ANDRE","-23.640465557314705","-46.52366789691322","5503","SAO PAULO","-23.571084458220376","-46.70899251887011","0"
