"seller_zip_code_prefix","seller_id","seller_city","geolocation_lat","geolocation_lng"
"1156","aa2640d851ec322526f1295bbeb20092","SAO PAULO","-23.531495310835297","-46.66274838217697"
"6460","2f9b7ce230a057a98a9f5df5893ee36c","BARUERI","-23.50445927126197","-46.84497058265231"
"13214","aa17b35ce4de7b565be3249ba838944f","JUNDIAI","-23.148804478137823","-46.92948882832884"
"4291","f0ec78809fe0bc3edb11c9fe5b97b059","SAO PAULO","-23.618294465722204","-46.612940626146916"
"3445","ec2e006556300a79a5a91e4876ab3a56","SAO PAULO","-23.549276996393314","-46.52600554010618"
"4782","955fee9216a65b617aa5c0531780ce60","SAO PAULO","-23.693985995008337","-46.70188324132953"
"9721","a3b0df0065e264a91b7bbf5f844af5cd","SAO BERNARDO DO CAPO","-23.720745783772987","-46.548089706907525"
"13347","cac4c8e7b1ca6252d8f20b2fc1a2e4af","INDAIATUBA","-23.141554810215275","-47.23811647179686"
"4317","c1f12f926d0ba950578b4fa41115cbb6","SAO PAULO","-23.638742341921716","-46.63180247157553"
"6852","b5d034ac251546e25afe9067f05c1539","ITAPECERICA DA SERRA","-23.711999038621553","-46.85931236190325"
"13840","822b63912576852aea9a8436d72317b7","MOGI GUACU","-22.359648157307664","-46.93603474635176"
"2189","8fdca8e349553f99bc738833a62c8802","SAO PAULO","-23.507621497085808","-46.566162434502836"
"13101","2eb70248d66e0e3ef83659f71b244378","CAMPINAS","-22.90081444463038","-46.99864279239999"
"2804","20d83f3ef0e6925fd74bfd59170babf7","SAO PAULO","-23.48381025284207","-46.69528157314321"
"3306","aced59e9b31ef866a94f9e7f29d8d418","SAO PAULO","-23.542500729672774","-46.57631077214489"
"13720","63b9ae557efed31d1f7687917d248a8d","SAO JOSE DO RIO PARDO","-21.608244128632368","-46.8980486332481"
"14801","ef30892870c278497523264be1be2241","ARARAQUARA","-21.791810757874114","-48.17941473631296"
"19815","5ab05b6d86d417796c69ffd6774ec832","ASSIS","-22.651747459893826","-50.38975850805008"
"3124","3e35a8bb43569389d3cebef0ce820f69","SAO PAULO","-23.56786401832186","-46.59242413059029"
"12914","51a04a8a6bdcb23deccc82b0b80742cf","BRAGANCA PAULISTA","-22.971647510075705","-46.533618411706854"
"9687","98115075dd26cb8835946fc6086f5d30","AO BERNARDO DO CAMPO","-23.672131057580494","-46.5974528287911"
"5030","4ebdc7e6cd6102a022dadc49156d4ea8","SAO PAULO","-23.541074779906506","-46.69219306549716"
"12943","d4ffeb15b67e81ff9af2b4252d99fb7e","ATIBAIA","-23.13303983152522","-46.568457780599005"
"4083","365e445f796710c3431557e85caa25db","SAO PAULO","-23.611144809596667","-46.66417225200534"
"4773","e06f09ec0a4aca210779cf1cfc63cf19","SAO PAULO","-23.683423768852318","-46.709779139344434"
"4101","6bb66d9870c2e01c05655c7ed0e7ee13","SAO PAULO","-23.580081702464113","-46.639129312366634"
"1212","010543a62bd80aa422851e79a3bc7540","SAO PAULO","-23.537511255832708","-46.637057307436756"
"7032","fcb5ace8bcc92f75707dc0f01a27d269","GUARULHOS","-23.505429268942237","-46.54869177407812"
"12940","f615fe7efbef0f4f08fd3086bc7a3e60","ATIBAIA","-23.116930993623352","-46.55396439133822"
"16012","efcd8d2104f1a05d028af7bad20d974b","ARACATUBA","-21.218321545934558","-50.400362346932894"
"3211","157c3e4b42f81ac4a44e8b1ca2fe9876","SAO PAULO","-23.60262394182404","-46.55136429842682"
"1031","d594982fd877af63ace38ea1fca27c76","SAO PAULO","-23.536864121011018","-46.63349313820771"
"6440","8f119a0aee85c0c8fc534629734e94fd","BARUERI","-23.510524969129598","-46.86104614786531"
"4363","ba5daa4041e1f15cdf34b76e3e18a450","SAO PAULO","-23.646845934214372","-46.6660547231519"
"4843","9b522ba7eae9e1d04082f267144583cc","SAO PAULO","-23.740286123232718","-46.69436740882336"
"5571","432c67955c0acd1fd6b0b5d678766a71","SAO PAULO","-23.592660045242067","-46.79704030919264"
"12914","f44bdc12aa39f5271f0b95f66cd4c289","BRAGANCA PAULISTA","-22.95785193949449","-46.53898240368748"
"14860","1d139e3a3b14025640d8df1b230aace0","BARRINHA","-21.182360068257925","-48.15822670677218"
"4937","cf6f6bc4df3999b9c6440f124fb2f687","SAO PAULO","-23.686979510964274","-46.76072726380634"
"5061","ee2fbacc2fc3794e656cc4d933d59ce7","SAO PAULO","-23.53961683236193","-46.70566371911255"
"13830","f97e2b0650c2068227e1d366140eb62f","SANTO ANTONIO DE POSSE","-22.607003040200272","-46.91414970477579"
"13840","902c99f1ac505c0d18778b61bcd636f7","MOGI GUACU","-22.354182678869392","-46.923056233781665"
"1031","f4aba7c0bca51484c30ab7bdc34bcdd1","SAO PAULO","-23.537304315614186","-46.633862438491114"
"13601","31da954dc0855f2495c6310f70a2f931","ARARAS","-22.363302142939553","-47.38673630322003"
"3270","6dc9bec584588412a6a338830946a3e4","SAO PAULO","-23.602162547319526","-46.521245728980276"
"9640","c85d7b477a709c85a1e8b8f25aa1b270","SAO BERNARDO DO CAMPO","-23.662697333602686","-46.5741239317042"
"12940","128f9bfbe4c7d5185033914b1de3d39a","ATIBAIA","-23.11390755590767","-46.542579705522954"
"15051","28fb0829fd777877cdc350d25cb5bd5b","SAO JOSE DO RIO PRET","-20.89887671578811","-49.36613976344353"
"18085","c4f7fee5b0db50e87766f5a4d1b1b758","SOROCABA","-23.468697894347375","-47.438978129410216"
"12080","ccf8813e5a7d6c84d865cd38bfc2b130","TAUBATE","-23.018484737115738","-45.54992786161637"
"12940","16090f2ca825584b5a147ab24aa30c86","ATIBAIA","-23.11114432944774","-46.546011350683806"
"8290","960945e1a9535cbc0cd6ddd35fbe7ae8","SAO PAULO","-23.551013388568272","-46.44848890729416"
"17504","4a3ccda38b2129705f3fb522db62ca31","MARILIA","-22.214731808036426","-49.96619857883034"
"9434","43402bdf22aa2310e8f99e2f94f78628","RIBEIRAO PIRES","-23.657379641968312","-46.37402022795534"
"14085","2cb98e27ce1c18abdb42209b34c382a7","RIBEIRAO PRETO","-21.168504408823374","-47.79370519233655"
"14096","0761743cbffb25d7148189e9f1a5f03a","RIBEIRAO PRETO","-21.21028514293956","-47.77279580322002"
"8500","a0d7fbb07bb5ebc3b05980e750db56f3","FERRAZ DE VASCONCELOS","-23.54278837385309","-46.36699847002138"
"9182","d5b9a084373da994a6e37f732169a853","SANTO ANDRE","-23.694369129061098","-46.53028316527214"
"15085","0307f7565ff85b299b6e5ef162b1b1a9","SAO JOSE DO RIO PRETO","-20.833944725880585","-49.38870028637456"
"7023","0725b8c0f3f906e58f70cbe76b7c748c","GUARULHOS","-23.476548362909806","-46.542099243663436"
"14402","dbc51f5e45d654ecc16cb68e6817ecea","FRANCA","-20.5251219370028","-47.35986351634621"
"1303","f0ec6a2adb05c62655a26dd347b8dede","SAO PAULO","-23.55001132944774","-46.64818240521669"
"3431","0af2ab31141893d26aca5a404a537dab","SAO PAULO","-23.548066710802658","-46.54405460505509"
"15840","5bba18b40e8c973b0f32e748004775b0","ITAJOBI","-21.31659353471437","-49.05362504097931"
"17400","c12b92bf1c350f3e6bf88d3596219c86","GARCA","-22.226137514067972","-49.65383192011686"
"1212","bd0a1b0aadca9a83d9304f7e8ff5fbd5","SAO PAULO","-23.537083672773957","-46.639449309048416"
"4209","4d9fea3499bdc22aa4da4e339365f215","SAO PAULO","-23.576732895118315","-46.602909493926106"
"18030","6fa9202c10491e472dffd59a3e82b2a3","SOROCABA","-23.50590292645274","-47.46270406757463"
"6717","3820c6537b3853be1a0687d5a60807ec","COTIA","-23.613446521394255","-46.9123092514118"
"9416","08633c14ef2db992c11f840f04fad4cd","RIBEIRAO PIRES","-23.734072610599526","-46.442410009208444"
"3028","cb3dd9ce66268c7a3ca7241ac70ab58c","SAO PAULO","-23.52697217736158","-46.610979191240034"
"12940","bbaff50f3b708fda865918715276cd87","ATIBAIA","-23.117628059120527","-46.550407777684796"
"16800","9e6229250fedbe05838fef417b74e7fb","MIRANDOPOLIS","-21.131534491601712","-51.10568265114781"
"2035","c004e5ea15737026cecaee0447e00b75","SAO PAULO","-23.500394999999997","-46.62233251442673"
"14075","76c47a299e4a8fe992316a85865acbe9","RIBEIRAO PRETO","-21.130345746958483","-47.78725104184873"
"2750","7caa63f175b1cecbfaadd8b5ab9998c7","SAO PAULO","-23.493106676380634","-46.679616398003326"
"14096","ac51cac5e20d69ff485a54746488ef48","RIBEIRAO PRETO","-21.197994153181128","-47.779317275572765"
"9182","397c4d0c005b6f41f90098ac724e28cb","SANTO ANDRE","-23.69409389064575","-46.53221039009749"
"13465","5a6a02f419701fc8c605af71d4fc57a4","AMERICANA","-22.743316613653423","-47.332510051070436"
"13483","e5a3438891c0bfdb9394643f95273d8e","LIMEIRA","-22.56835042131686","-47.44743947974489"
"15062","66d5ae34537110d3affc56174dad2b2f","SAO JOSE DO RIO PRETO","-20.832391979671073","-49.33780073339066"
"4424","e6a69c4a27dfdd98ffe5aa757ad744bc","SAO PAULO","-23.68479460644006","-46.641450174303166"
"15840","054694fa03fe82cec4b7551487331d74","ITAJOBI","-21.311150026298016","-49.0511614229539"
"14096","2d2c62bef4c8ba0dd74e0e228e808539","RIBEIRAO PRETO","-21.197279839027036","-47.775671083674794"
"4209","97e50a621f8e801f4baf69e08687c192","SAO PAULO","-23.581842935887803","-46.60117984194124"
"7152","6b90f847357d8981edd79a1eb1bf0acb","GUARULHOS","-23.408025319336886","-46.47133305879546"
"8260","ed4acab38528488b65a9a9c603ff024a","SAO PAULO","-23.55860361532686","-46.431162329245254"
"3679","fcf16b7a8697e559f0123190bb30177d","SAO PAULO","-23.520015094090816","-46.4878577463212"
"18053","c8cc60ffd415254af5d9b9f34f32c369","SOROCABA","-23.498115496249095","-47.51679150000001"
"13060","8e2b3afb420011ef0c88c9d5f11ea526","CAMPINAS","-22.943830511384977","-47.11233196480047"
"4307","bb2afe2061d53c6968aa0cffa233a8ec","SAO PAULO","-23.627894217323533","-46.642414903687474"
"6419","cb162c8eef257253782d245c08d9097c","BARUERI","-23.475866148343336","-46.88521871906254"
"9405","751bdc4d83a466c7206cd42e8f426b03","RIBEIRAO PIRES","-23.70206320161832","-46.40534820551376"
"1127","f5b84683a9bf9e1df748cf40f601b39c","SAO PAULO","-23.527735040250406","-46.64480016028046"
"12238","4e85b538b0dad58852641540686d0e14","SAO JOSE DOS CAMPOS","-23.263785424892976","-45.91583795162459"
"14075","11d4c477d09821164bca4f70a2eae031","RIBEIRAO PRETO","-21.152969235356927","-47.77227625506376"
"7600","f682e0f848abafc6f41e0d4e868c66ef","MAIRIPORA","-23.319351000000005","-46.58600924999999"
"13347","8c5e007d7bd5693fa1386ffefbc99f6c","INDAIATUBA","-23.134722066333893","-47.221584962115514"
"2238","d93b8458c6fe139d85cfa5eadbf55bd2","SAO PAULO","-23.47019809031553","-46.56484109288583"
"7901","0e44d110fa6a54e121cb2c095a77762f","FRANCISCO MORATO","-23.284659522264132","-46.74530930552704"
"18053","8ea394aed8138685abe1eb9f25e1021d","SOROCABA","-23.501452661953905","-47.5112894768307"
"3548","c24173065483e421f9e5e7f599de101d","SAO PAULO","-23.540828291419043","-46.51230345865307"
"4208","876182d1918783bbe15233febfbd4926","SAO PAULO","-23.584614569248075","-46.60193214931619"
"7242","e819bcfade7b5d88a27325eb6cfd62c5","GUARULHOS","-23.440201260892156","-46.42148489425242"
"8452","2305ab43e846518f58dd9d59f3f54e96","SAO PAULO","-23.53930161993744","-46.39311345476973"
"13347","e89c4adbe7b1d0819dbb636e16461cf1","INDAIATUBA","-23.14074663177473","-47.24025890502938"
"17400","527801b552d0077ffd170872eb49683b","GARCA","-22.21044478982765","-49.652952114080456"
"7023","edc518ba25576a0188a0e8f2c3af186f","GUARULHOS","-23.478156","-46.5416505"
"8011","bb3dca718920a4d7ec3cc9ffb025108b","SAO PAULO","-23.494074443793657","-46.44765937177561"
"1139","1f7dfad2cb384ea4d2d7e1ffbd78c407","SAO PAULO","-23.52076037607479","-46.661384138207694"
"6154","7b7f91e98f8c6def45a1407923304402","OSASCO","-23.55920378766813","-46.80348418373821"
"2610","77128dec4bec4878c37ab7d6169d6f26","SAO PAULO","-23.47592805522538","-46.66587696517395"
"9270","5343d0649eca2a983820bfe93fc4d17e","SANTO ANDRE","-23.63888466388715","-46.49858921994927"
"13504","eb72802c83dc7547529c9546d1a9b8ef","RIO CLARO","-22.38438072912452","-47.586364840844695"
"13290","0adac9fbd9a2b63cccaac4f8756c1ca8","LOUVEIRA","-23.084125277105812","-46.98121307089687"
"2261","e9e446d01bd10a97a8ffcfc4a3a20cb2","SAO PAULO","-23.467359865947238","-46.57715992131685"
"4424","a37c340b91cb0169e8b029db6440fba2","SAO PAULO","-23.68729227976227","-46.6417415487045"
"13730","d3f39f05462b79a4562d35893a28f159","MOCOCA","-21.46569907614626","-47.00475479474461"
"1156","74a9b9bddf14ece02beb81f52c41a88d","SAO PAULO","-23.5298272739339","-46.66466605744709"
"14096","670a9dda115b5a88b18cfadee8de2332","RIBEIRAO PRETO","-21.197994153181128","-47.779317275572765"
"4256","bf0045791395e66460eb04749c68672a","SAO PAULO","-23.631438405216702","-46.58678453580699"
"8577","38874e327ce94d11390b96eb42d61928","ITAQUAQUECETUBA","-23.483042264282698","-46.37493447931138"
"15070","a2e874074c877c5a05abae80ad6e488f","SAO JOSE DO RIO PRETO","-20.813873836511622","-49.36592895850951"
"9721","0ddefe3c7a032b91f4e25b9c3a08fca1","SAO BERNARDO DO CAMPO","-23.72006835137629","-46.55023088576964"
"14085","ebe3dabc4955c9b0d695e7bda38bf5c3","RIBEIRAO PRETO","-21.159944612268443","-47.79639075437129"
"13214","534a01cc6df1e034e05c32028a291fa2","JUNDIAI","-23.160985042991708","-46.93085640146579"
"5756","deaadd805612bf94faaa9fa702516e11","SAO PAULO","-23.622378899038896","-46.756199559667984"
"6716","25cf099de44674fde97473224f9d59ab","COTIA","-23.60522961818243","-46.90761789965579"
"14075","fcdd820084f17e9982427971e4e9d47f","RIBEIRAO PRETO","-21.14913550735759","-47.79102776074792"
"13170","fa1c13f2614d7b5c4749cbc52fecda94","SUMARE","-22.828654864562257","-47.267296160568925"
"4119","cd06602b43d8800bd0afad514919d35c","SAO PAULO","-23.600995072162263","-46.63496187621901"
"12401","99cd94252748d2bdde08e17858233602","SAO PAULO","-22.92142919454418","-45.46479177296298"
"13504","58c851d1a3c7cd3da329eb59453fed44","RIO CLARO","-22.39766856370815","-47.58935846240399"
"3631","ac137bac82ffa8548e62bd9d01d2a14f","SAO PAULO","-23.531338948381293","-46.55065022286344"
"13500","e64d65bc8dbec2accda90c58de5d1246","RIO CLARO","-22.41491433417961","-47.563594271712205"
"8410","8931a84a914b3fe9b1ddaa4d704947ca","SAO PAULO","-23.547588411881797","-46.421000747994654"
"14801","d6b664fa0667064c6d76394e7848d790","ARARAQUARA","-21.787360438801993","-48.19339828795659"
"12238","389e45560e33d2d0747f949dcddbc08e","SAO JOSE DOS CAMPOS","-23.257211793784972","-45.91266857937564"
"14075","5ef131ac72773e5b3f6c0d63cf424657","RIBEIRAO PRETO","-21.137213923394334","-47.79699142339434"
"2739","cc1f04647be106ba74e62b21f358af25","SAO PAULO","-23.485809164031377","-46.68889056841136"
"2022","da2782c804606d2a5d8e1760dbb3e7ec","SAO PAULO","-23.50623786745398","-46.64043238758518"
"3087","c6bda72e4dbf5c5866b13cb1810c6d03","SAO PAULO","-23.5300706924808","-46.56414335887811"
"1212","8b321bb669392f5163d04c59e235e066","SAO PAULO","-23.537511255832708","-46.637057307436756"
"2047","7bcd7c5f8631701474db233ccf1c094b","SAO PAULO","-23.51836389286744","-46.61420872522939"
"15940","60da8bfa7eebe230b7d66ac4082d79b3","FERNANDO PRESTES","-21.26939795334422","-48.68728548231494"
"2752","aac51c486b672a9850d59f3e84b1cf88","SAO PAULO","-23.495997921014894","-46.68376870640487"
"13465","ffad1e7127fb622cb64a900751590acd","AMERICANA","-22.74703919816495","-47.34322030252755"
"3287","31561f325664a8a7aba4c8d0c3a9b3db","SAO PAULO","-23.59519232500434","-46.53381915834724"
"5571","ed49da7cadefc454d6a67de249eab240","SAO PAULO","-23.506988651437847","-46.373080746739596"
"8270","97512d3fc193b2d1dfcdba0f9d1f0f8a","SAO PAULO","-23.56336298733478","-46.4596838214109"
"8411","8daab2245ebdc277c51098d01c5ad8ef","SAO PAULO","-23.55512973105776","-46.415532792399986"
"13840","c3e1abd72a42fe690fcd89cf5720fe29","MOGI GUACU","-22.366660879718946","-46.942292551690244"
"1226","e908c0f3646e8b60375734a350d95d71","SAO PAULO","-23.534478565641404","-46.65502761740432"
"7122","749e7cdabbaf72f16677859e27874ba5","GUARULHOS","-23.447025555369624","-46.519970678602334"
"6040","36890be00bbfc1cdb9a4a38a6af05a69","OSASCO","-23.57022881903173","-46.782038735760956"
"6717","83d7070a0b9a8b4625fa8682b819fabb","COTIA","-23.605165131282796","-46.92504614654623"
"1208","9535a841eecebed61a9fb1ac1cbb5597","SAO PAULO","-23.540822507357582","-46.6397147149576"
"2443","8a32e327fe2c1b3511609d81aaf9f042","SAO PAULO","-23.472335179294816","-46.64636526449883"
"4547","2235cf78d3e2073a88146a9cb60f0dd0","SAO PAULO","-23.593508999999994","-46.69160489873891"
"14808","61b18775be84fb700a6b2d0ba097bf66","ARARAQUARA","-21.837461406053414","-48.144462998615005"
"13040","3d01d1c414c44b5943a09619ff3853cb","CAMPINAS","-22.926904742714527","-47.067241683593984"
"4208","491a5ada3aa1678414e990262c4bbdc1","SAO PAULO","-23.593573791563273","-46.60114136900567"
"4364","38af8acfd46ac4a7bf754e8ca6736664","SAO PAULO","-23.651760091032394","-46.67056245669116"
"12913","e24fc9fcd865784fb25705606fe3dfe7","BRAGANCA PAULISTA","-22.95750491772243","-46.52488623678449"
"3017","a49928bcdf77c55c6d6e05e09a9b4ca5","SAO PAULO","-23.532447184574945","-46.61401961463438"
"13720","4324dd16853115efb0fd9d0d131ba6f4","SAO JOSE DO RIO PARDO","-21.592175195884263","-46.89389599036144"
"14801","7816cd9c5b1238e320545f5bf7eb80e8","ARARAQUARA","-21.779880935339545","-48.18192791395927"
"19063","81f89e42267213cb94da7ddc301651da","PRESIDENTE PRUDENTE","-22.131826190859826","-51.450761316949546"
"3445","d1582f4043306e6b91afa6a8a884f898","SAO PAULO","-23.54901869969416","-46.53016813419699"
"9443","039b29ff3b3473435d0cd59040575de9","RIBEIRAO PIRES","-23.676027730141065","-46.34579957525459"
"4186","d9bd94811c3338dceb4181f3dbc0c73e","SAO PAULO","-23.65281620260835","-46.599410268249756"
"14315","10076e5788b8ee532724bcd460baf762","BATATAIS","-20.90094932674236","-47.589068321785064"
"3306","323ce52b5b81df2cd804b017b7f09aa7","SAO PAULO","-23.543005704137553","-46.57616880489346"
"4782","62c50c1af4dfdc4149d25c5222043d39","SAO PAULO","-23.690135955306197","-46.70487596655891"
"8743","da3fede3469bf49b7293ce3fc45b294d","MOGI DAS CRUZES","-23.554576919483395","-46.210902737743304"
"12328","bacb1f0ed56ad24198f5810d2b3fe9a5","JACAREI","-23.28798077892242","-45.9570349350898"
"15130","a45314082d50d578a4721c9787ce09ab","MIRASSOL","-20.820957229830732","-49.52640152846772"
"4144","5bf397d04035b5f45cc41e82ec106803","SAO PAULO","-23.617820807663428","-46.63791917277396"
"12080","49383af7ab774e4e8f3000f49c83dc4b","TAUBATE","-23.014906457628143","-45.55074777537135"
"6473","3be5841cdcc46de4ed3f9116f104b2c5","BARUERI","-23.4815270104764","-46.86658899220148"
"13720","3078096983cf766a32a06257648502d1","SCAO JOSE DO RIO PARDO","-21.606873631041452","-46.88965049547445"
"4104","f8d5c7085db9a4ad2b8c1ffbeb2798c8","SAO PAULO","-23.576789336112842","-46.637854045934546"
"5417","f35b3c613c4f7b2275f4185d0a3c59ec","SAO PAULO","-23.56536319233657","-46.68764024978366"
"8411","04fdea0c111866e6cf812f1570d6b5bd","SAO PAULO","-23.553961637514817","-46.410232405694444"
"8577","7c67e1448b00f6e969d365cea6b010ab","ITAQUAQUECETUBA","-23.482623440635415","-46.37448952833195"
"13040","3d39fbf22a665714baf62fae36029e23","CAMPINAS","-22.926834499954097","-47.06377278611466"
"1201","131fcb0a0c9a47bba4474aacff0f14b7","SAO PAULO","-23.534080522072767","-46.65184199999999"
"4293","6bd69102ab48df500790a8cecfc285c2","SAO PAULO","-23.621298213976644","-46.61707660851753"
"14075","9d69ba0a7a626a64dc5db08e529559cf","RIBEIRAO PRETO","-21.148847518177636","-47.79094624646543"
"19023","fa74b2f3287d296e9fbd2cc80f2d1cf1","PRESIDENTE PRUDENTE","-22.107483646316126","-51.40235380027065"
"2122","55c96925041a14097b6a7825554f4ad5","SAO PAULO","-23.513172191788303","-46.58263962184772"
"14808","834f3294fba9f932f56edc879193f925","ARARAQUARA","-21.812698026371937","-48.15183966694556"
"17400","7c9130f5f3729edd32aa059141d92484","GARCA","-22.218988944556266","-49.64362334020589"
"16500","a254c682cc01e119f83530446f1df9a9","CAFELANDIA","-21.808016999999996","-49.620649499999985"
"2134","643214e62b870443ccbe55ab29a4dccf","SAO PAULO","-23.499318080212344","-46.578124372468125"
"4104","c394e193cda3b4225ff2094d32184849","SAO PAULO","-23.57603849928644","-46.638694817777726"
"19010","5996cddab893a4652a15592fb58ab8db","PRESIDENTE PRUDENTE","-22.119777787567276","-51.38167544559502"
"8290","d50d79cb34e38265a8649c383dcffd48","SAO PAULO","-23.56087165805877","-46.4506999200761"
"13416","c0f783394e37cd9c9d7f5f81141450fa","PIRACICABA","-22.715110444918835","-47.645625352213"
"8011","c9aafcd0621b2207c10e32c649cada4d","SAO PAULO","-23.496403578683147","-46.44510648389983"
"13060","412a4720f3e9431b4afa1476a1acddbe","CAMPINAS","-22.942457434358605","-47.11496902345776"
"14140","96f7c797de9ca20efbe14545bed63eec","CRAVINHOS","-21.336576735166876","-47.749631891718124"
"4208","fd386aa7bed2af3c7035c65506c9b4a3","SAO PAULO","-23.586099066333887","-46.60179070038664"
"4101","fc6295add6f51a0936407ead70c1001d","SAO PAULO","-23.592690175182163","-46.621060994430024"
"15070","4bf658053d453036c70976bccb2c31b2","SAO JOSE DO RIO PRETO","-20.817017187453597","-49.36425413438004"
"1417","7f02656561b680def9986c0795a8a080","SAO PAULO","-23.48850962531019","-46.714606281435714"
"2236","99a25c39b28a74d1151c35c18d178292","SAO PAULO","-23.474632525679453","-46.56894074606139"
"3431","f80edd2c5aaa505cc4b0a3b219abf4b8","SAO PAULO","-23.554133203993324","-46.53048959908248"
"15085","e4f121bf6ef8b9a1d4d3e65dd0473fab","SAO JOSE DO RIO PRETO","-20.83841198142741","-49.38082796951136"
"6852","e94b64dc6979b302a5a5be1662c83bb6","ITAPECERICA DA SERRA","-23.70819308096796","-46.854392838064086"
"13170","cac63f48c38cd7d002a7e846dcd99a23","SUMARE","-22.82462154470405","-47.264055877674345"
"1210","e2a1ac9bf33e5549a2a4f834e70df2f8","SAO PAULO","-23.540860990564934","-46.643855280598984"
"3279","7210cd29727d674c00741e5e387b3ccd","SAO PAULO","-23.58547197890817","-46.54426644087946"
"9551","1710c3aaa9c6b44ec3883ee0fe300e21","SAO CAETANO DO SUL","-23.6198894454671","-46.554964747302144"
"16500","232a6014e7b10cba61c6c2b2ea6bb4b0","CAFELANDIA","-21.808028176872554","-49.618730683810035"
"8577","a7f13822ceb966b076af67121f87b063","ITAQUAQUECETUBA","-23.48988814879191","-46.37265745864769"
"1303","1690cada046eb7e92c12f98b1f8a8167","SAO PAULO","-23.55001132944774","-46.64818240521669"
"19023","c4d51195486dc781531876a7d00453d8","PRESIDENTE PRUDENTE","-22.11545190136955","-51.39640853541775"
"13040","3a79f35a2344ede41af21267f61d5ec6","CAMPINAS","-22.936600456835407","-47.06294150138499"
"13312","20a8b0dc55da94fe74d112082427c84f","ITU","-23.25718023729017","-47.35604676504709"
"4186","b18871c324516afa228a13e8f1ef0ae9","SAO PAULO","-23.64950667032509","-46.59728800342218"
"13504","8ccf3cf69651cc1d8a02c8bfaf3b8568","RIO CLARO","-22.377960169349453","-47.55784776610173"
"14085","11bfa66332777660bd0640ee84d47006","RIBEIRAO PRETO","-21.17222709893554","-47.80487443442829"
"3171","5d9f3746e112e696f98ea22c56b3e912","SAO PAULO","-23.551840970021367","-46.58870301887013"
"4088","cf8ab1616079e2793aa29d524df01bb1","SAO PAULO","-23.603266079923895","-46.65882169276926"
"4773","318f287a62ab7ac10b703ac37435a231","SAO PAULO","-23.681542547319527","-46.70780575451552"
"15093","247587846358bb1d2e4c6522020b36fe","SAO JOSE DO RIO PRETO","-20.852451581621605","-49.419145397051636"
"2522","3a3e46d10f74d8a6ca76e2b538f106a0","SAO PAULO","-23.50302551457095","-46.656351"
"14085","17e34d8224d27a541263c4c64b11a56b","RIBERAO PRETO","-21.16294484984708","-47.800926728143565"
"12940","4c60877808f4318ef1107fbeb8f89afa","ATIBAIA","-23.112774381969185","-46.5488845105504"
"18015","3d4824f20035949c710eaf111f869d39","SOROCABA","-23.49636707533955","-47.43890030979464"
"4041","da03c298e3999e9d828591fc2179d109","SAO PAULO","-23.60143752899768","-46.644092916180966"
"4111","8b87cd0d43d49b9bdf40f56229364d59","SAO PAULO","-23.58762728449414","-46.6319937202377"
