"seller_id","seller_zip_code_prefix","seller_city"
"3f995f07c49d0d55a99d5c54957f7d81","6853","ITAPECERICA DA SERRA"
"6650fcccd8cd2f7e55ffa524f30c4c59","8490","SAO PAULO"
"8b181ee5518df84f18f4e1a43fe07923","87360","GOIOERE"
"10ff823eda2b032e2c93d17a7d294736","17280","PEDERNEIRAS"
"b4a476fbd28de64b1e347abf9089366a","6653","ITAPEVI"
"dadc51ef321949ec9a3ab25cd902e23d","4821","SAO PAULO"
"14a08204d03bb6b6bde8029f801ae0eb","1026","SAO PAULO"
"bee36b4f9a2b9fdcaff6ec05df202ed0","3308","SAO PAULO"
"c85d7b477a709c85a1e8b8f25aa1b270","9640","SAO BERNARDO DO CAMPO"
"5cf1ec37aea089f45110c70653a166ab","2215","SAO PAULO"
"0a82f5fb06a4fe4ac2cf7cb412ec71b8","5524","SAO PAULO"
"3d621842b2ed28e2b474132480edac3c","8041","SAO PAULO"
"baf15155e37ef5492731459bdc05be8a","5715","SAO PAULO"
"a17f621c590ea0fab3d5d883e1630ec6","18055","SOROCABA"
"4deebb3199eeafb282ae33229144f94b","2112","SAO PAULO"
"9d69ba0a7a626a64dc5db08e529559cf","14075","RIBEIRAO PRETO"
"f92d8c817434bd2d84d4e9c61322b7fa","18048","SOROCABA"
"8ca5b19e0263150d2c57afdde2b3d011","9336","MAUA"
"eec3469d83e142f9a104886655338c37","17030","BAURU"
"55bb6fe5bebe5012e2d7d9928e1128ff","17052","BAURU"
"d6b1ce66b035a475f00c017792ff9769","13327","SALTO"
"c3aad7dc65449ae90a5e9c3c6c1e78e0","15350","AURIFLAMA/SP"
"ececbfcff9804a2d6b40f589df8eef2b","14407","FRANCA"
"a254c682cc01e119f83530446f1df9a9","16500","CAFELANDIA"
"830379336fad8c6f3b15a4a3ddb5c66e","2518","SAO PAULO"
"7d13fca15225358621be4086e1eb0964","14050","RIBEIRAO PRETO"
"b8555308bfdb4ca1ed54325a58da9a97","9751","SAO BERNARDO DO CAMPO"
"71593c7413973a1e160057b80d4958f6","3407","SAO PAULO"
"1dc2de47ee26a0a5b12dc14fd6dc0dea","14940","IBITINGA"
"66d5ae34537110d3affc56174dad2b2f","15062","SAO JOSE DO RIO PRETO"
"781a66c0d89e30814d49fe8b5e14cd07","13064","CAMPINAS"
"f88adb15807168d3c43d71021090ce4a","13660","PORTO FERREIRA"
"f12d3c2a14729ae461b920c11fe20fdc","9080","SANTO ANDRE"
"741f8c587cb4248ebc5b779a0e8e0e51","9110","SANTO ANDRE"
"4bcec44888b30ba9001234c534716d3f","9230","SANTO ANDRE"
"a663d9c3797e90eac99ff60939416a56","3951","SAO PAULO"
"dff87e4de60c9736ce8df835951b09bc","3172","SAO PAULO"
"ac1ed5fc15901fbc92920361eb4ab350","3334","SAO PAULO"
"ac9b01377919cdbd2a1bbb8d5837c70b","8773","MOGI DAS CRUZES"
"5011f0d93373a4c5753adf58ca77af8d","11013","SANTOS"
"a4e634166243bbb3a13fa584463fa468","6286","OSASCO"
"50bf89f1349bc0409a268c3a49678009","15155","JACI"
"7aa4334be125fcdd2ba64b3180029f14","18500","LARANJAL PAULISTA"
"b14db04aa7881970e83ffa9426897925","18048","SOROCABA"
"fac1a9017ade7bdc94058fc1c969f355","1126","SAO PAULO"
"31ae0774c17fabd06ff707cc5bde005f","13478","AMERICANA"
"f0ec6a2adb05c62655a26dd347b8dede","1303","SAO PAULO"
"cc1f04647be106ba74e62b21f358af25","2739","SAO PAULO"
"3d700782d7818f2c1e0d7a9e9d75fc00","86170","SERTANOPOLIS"
"a3e9a2c700480d9bb01fba070ba80a0e","14940","IBITINGA"
"80f2cf9abf6b5a0e5c612b5eea6646e6","15046","SAO JOSE DO RIO PRETO"
"9f505651f4a6abe901a56cdc21508025","4102","SAO PAULO"
"17adeba047385fb0c67d8e90b4296d21","7052","GUARULHOS"
"7142540dd4c91e2237acb7e911c4eba2","16301","PENAPOLIS"
"9b013e03b2ab786505a1d3b5c0756754","11450","VICENTE DE CARVALHO"
"5444b12c82f21c923f2639ebc722c1ea","2051","SAO PAUO"
"2e7ea2aafec5835e781b21d6d1faf1f1","2820","SAO PAULO"
"e503f22be6a4f456d9851920a5d9c670","4508","SAO PAULO"
"88af55b4a7ca402b27df16f7c7c9b5d2","6775","TABOAO DA SERRA"
"5f3ae9136c875522250f8184f253413a","1550","SAO PAULO"
"9dd459b29a14bf89d47183cf2cd0e4c7","4716","SAO PAULO"
"8e6d7754bc7e0f22c96d255ebda59eba","12233","SAO JOSE DOS CAMPOS"
"e250d617a0ad591ba9bd663e584a895d","7084","GUARULHOS"
"92c8bc6e8f925792247656fed09aad65","3384","SAO PAULO"
"cbd996ad3c1b7dc71fd0e5f5df9087e2","15081","SAO JOSE DO RIO PRETO"
"8daab2245ebdc277c51098d01c5ad8ef","8411","SAO PAULO"
"15b3b1b81484422eb41df68ac87f1f50","17047","BAURU"
"e067ad2c1c0b48758eb1b5228bcf7a68","11045","SANTOS"
"f626e15b7314c267e4429010866f70e9","85960","MARECHAL CANDIDO RONDON"
"a7c88262832dfc683781d6a421edefae","8710","MOGI DAS CRUZES"
"4e85b538b0dad58852641540686d0e14","12238","SAO JOSE DOS CAMPOS"
"093805f8f2aeb63881444571e1f48f30","6236","OSASCO"
"5acd070dd3fe441bbb2ec1f1ede515ee","13203","JUNDIAI"
"cb9fb4ca75d7ba8437480e8dde64fe98","3551","SAO PAULO"
"ce33c6211beaa8fef4cae8b52db39862","8655","SUZANO"
"7f02656561b680def9986c0795a8a080","1417","SAO PAULO"
"8fd3b4468f6425810648177996c14cbd","15015","SAO JOSE DO RIO PRETO"
"6d803cb79cc31c41c4c789a75933b3c7","14600","SAO JOAQUIM DA BARRA"
"5f2684dab12e59f83bef73ae57724e45","5125","SAO PAULO"
"f97e2b0650c2068227e1d366140eb62f","13830","SANTO ANTONIO DE POSSE"
"8b321bb669392f5163d04c59e235e066","1212","SAO PAULO"
"d06d019f72a04e5497a0b64190af170c","6703","COTIA"
"ec80e49e69745ab6c14f984bf2149423","13480","LIMEIRA"
"004c9cd9d87a3c30c522c48c4fc07416","14940","IBITINGA"
"3bdff180c7e1f6551a643b99c265a120","4811","SAO PAULO"
"aced59e9b31ef866a94f9e7f29d8d418","3306","SAO PAULO"
"3dc69bf2c42f0568a5c4791ec3fd3745","2880","SAO PAULO"
"d8d9567d0bfb0bc7eb845a205ba42657","3688","SAO PAULO"
"c42fd8e4d47dfb18ce5222f2dd7752f9","6246","OSASCO"
"a7c53f6b3b61adbdaa99dda97e8cbd56","14780","BARRETOS"
"a11a0e0ca67423425691db355cff69b0","13330","INDAIATUBA"
"fc0b214b59a83615fea981c6424a02ae","9380","MAUA"
"011b0eaba87386a2ae96a7d32bb531d1","17580","POMPEIA"
"822b63912576852aea9a8436d72317b7","13840","MOGI GUACU"
"a3fa18b3f688ec0fca3eb8bfcbd2d5b3","4557","SÃO PAULO"
"5587130f9850696ed7fafbc91c2cee44","4311","SAO PAULO"
"9c1c0c36cd23c20897e473901a8fb149","11702","PRAIA GRANDE"
"34a557286ead8fe75c989e0afcf7d98c","14406","FRANCA"
"c716e0b86ed568878475b60fbb6323ad","22783","RIO DE JANEIRO"
"87d30a6a0cbf89356e49324971ab1d24","2036","SAO PAULO"
"217f005bb37ff3aeef5b2ae1788e75ba","6038","OSASCO"
"aba1721a889e04decc910aa13b768ef4","5729","SAO PAULO"
"7238f877570096ae403c51898fa64566","6519","SANTANA DE PARNAIBA"
"044668ccd5316b12a7cf0d54a156e3e9","6016","OSASCO"
"cab85505710c7cb9b720bceb52b01cee","2252","SAO PAULO"
"312ba1d77e9c332ef21f9598b7f64cd7","7179","GUARULHOS"
"1fdc574883ef3b33ad41562d93f3a74a","13480","LIMEIRA"
"9a03a4e9eb0b947652fae4f6121a3f5e","15805","CATANDUVA"
"3df020b72d3d44b3af9d110fa3940b65","15704","JALES"
"c611f4ce9ce875bcc063fa97fd4d7d12","12944","ATIBAIA"
"0d33a55da925bbf1ff02af5f6059fc7f","5632","SAO PAULO"
"cea729054f157f5870bdd321a958d994","3161","SAO PAULO"
"955fee9216a65b617aa5c0531780ce60","4782","SAO PAULO"
"0f0c984a4a955310903b6b6008660bad","14403","FRANCA"
"751bdc4d83a466c7206cd42e8f426b03","9405","RIBEIRAO PIRES"
"2f4b0d3b9634b647d4edee577d7ebb7e","2310","SAO PAULO"
"ba5daa4041e1f15cdf34b76e3e18a450","4363","SAO PAULO"
"6e386f64c84e482f0b9abf960797ee1b","1539","SAO PAULO"
"83c465a786b06574376909b35ef6752a","13560","SAO CARLOS"
"d93b8458c6fe139d85cfa5eadbf55bd2","2238","SAO PAULO"
"71592660bbcb6a4664e97b6f8b68babc","15055","SAO JOSE DO RIO PRETO"
"38f276ca6e7cc95a6d1bb55ac9e5550f","17520","MARILIA"
"eae9af4811c294c56795d70e715b7337","3060","SAO PAULO"
"039b29ff3b3473435d0cd59040575de9","9443","RIBEIRAO PIRES"
"ac51cac5e20d69ff485a54746488ef48","14096","RIBEIRAO PRETO"
"085f6f7e049c996695fb2074fe38d45e","12020","TAUBATE"
"7d7866a99a8656a42c7ff6352a433410","1320","SAO PAULO"
"5a93f3ab0ef4c84ed5e1b5dbf23978bc","12250","MONTEIRO LOBATO"
"e1b12447a7563944843191754aeb5562","7145","GUARULHOS"
"d3f39f05462b79a4562d35893a28f159","13730","MOCOCA"
"528ce32f560edd11add4169f6a5b65be","18130","SAO ROQUE"
"0176f73cc1195f367f7b32db1e5b3aa8","14940","IBITINGA"
"ceaec5548eefc6e23e6607c5435102e7","3821","SAO PAULO"
"c8771b1a10bb99bb34d3c459c5cffb53","36512","TOCANTINS"
"83f2b4881141ce3fcd4e985125d3279e","14055","RIBEIRAO PRETO"
"b0b346d3a89f5eb4c2968af3f083cd43","13105","CAMPINAS"
"3dfd3dc96f7f8598eca74e9ac8a2fa31","3343","SAO PAULO"
"e5545d4d4473876ea78c5bcebca365c3","17512","MARILIA"
"6ddc28b61be28373b4503a1f61cf98a9","3543","SAO PAULO"
"5670f4db5b62c43d542e1b2d56b0cf7c","3694","SAO PAULO"
"e1c76f339ebd5460999f25a2aa8c92c5","3029","SAO PAULO"
"6524b847b982cd56bb5d4b02b776ee42","13042","CAMPINAS"
"610f72e407cdd7caaa2f8167b0163fd8","1201","SAO PAULO"
"b6d44737c043328708f6749c2dbe50bd","9230","SANTO ANDRE"
"38af8acfd46ac4a7bf754e8ca6736664","4364","SAO PAULO"
"d90fe2229fee1a5da999ccd0c06c1667","3416","SAO PAULO"
"75fdd0a732287f9497b179f6bd445d32","9350","MAUA"
"5b2e94f2c22b39ccc24d34ad0f669672","1214","SAO PAULO"
"9ac75591b69c3402684b6ce0310f22ee","2880","SAO PAULO"
"e5bd51692380fd8cabb19b756b95e714","9220","SANTO ANDRE"
"cfb1a033743668a192316f3c6d1d2671","18110","VOTORANTIM"
"f2336e113377dd21c744d9c4fc8293a9","3659","SAO PAULO"
"f25e239052084705e17a982bc600ab2a","1123","SAO PAULO"
"714b9a1332840f257b49f476bea4e341","15910","MONTE ALTO"
"89d9a386b0b6e5fc8403071b03f7206a","3103","SAO PAULO"
"bd15ee794d5e640d9dd71b665b2ab15b","14078","RIBEIRAO PRETO"
"f326006815956455b2859abd58fe7e39","15601","FERNANDOPOLIS"
"6a51fc556dab5f766ced6fbc860bc613","17500","MARILIA"
"ea6b12bf9ffe2bac34602ec631d97a47","7093","GUARULHOS"
"fa7ad8ae9bcb2c4493fdf38e96b1d74f","13920","PEDREIRA"
"67e43d802fde8cfd3f9580124f8167d1","7062","GUARULHOS"
"259f7b5e6e482c230e5bfaa670b6bb8f","8550","POA"
"dd7ddc04e1b6c2c614352b383efe2d36","3471","SAO PAULO"
"1f50f920176fa81dab994f9023523100","15025","SAO JOSE DO RIO PRETO"
"26b482dccfa29bd2e40703ba45523702","13450","SANTA BARBARA D´OESTE"
"2ba91c7ad80ff88b23b7db823b43c233","13310","ITU"
"d93919c944be9cff128f6c9cb899eacb","13375","MOMBUCA"
"f7ba60f8c3f99e7ee4042fdef03b70c4","9628","SAO BERNARDO DO CAMPO"
"0ee4fb99ac55ffbbc98795aa01b7f8fa","6539","SANTANA DE PARNAIBA"
"002100f778ceb8431b7a1020ff7ab48f","14405","FRANCA"
"70ee69419916dc13e3aed619061f996c","8780","MOGI DAS CRUZES"
"6eb94e1466490d327a09abf8f3552a50","13219","JUNDIAI"
"8ff1a9df749e454105c55cda13e79143","17509","MARILIA"
"5236605f4d4b0b3e4df85b850393fca0","3311","SAO PAULO"
"45c20d94d9171b0bcfab3c955e47d67b","13490","CORDEIROPOLIS"
"4e5725ba188db8252977a4f0227bd462","14092","RIBEIRAO PRETO"
"e4f121bf6ef8b9a1d4d3e65dd0473fab","15085","SAO JOSE DO RIO PRETO"
"eebb3372362aa9a46975164bed19a7e7","4578","SAO PAULO"
"e5a38146df062edaf55c38afa99e42dc","1233","SAO PAULO"
"80cfd480be3eb6d6267139f5cb793555","8223","SAO PAULO"
"62c50c1af4dfdc4149d25c5222043d39","4782","SAO PAULO"
"6548c2550b6e2d8f18053216e1c7b6f3","9920","DIADEMA"
"f45122a9ab94eb4f3f8953578bc0c560","13419","PIRACICABA"
"6481e96574816ead57975da2c0f6d80d","18072","SOROCABA"
"e8dba4d70f7f2b20e775d09cae01142d","13456","SANTA BARBARA D OESTE"
"13e85aac53340018b40c2af68001b7e0","13920","PEDREIRA"
"48436dade18ac8b2bce089ec2a041202","27277","VOLTA REDONDA"
"f5f2ab9bdb6b30c14c61be68c5ed37da","13660","PORTO FERREIRA"
"c76d418370990614e89e956c7a7567d9","6787","TABOAO DA SERRA"
"ea846a0e7ad98a741783e886d89dfa44","16072","ARACATUBA"
"69b5eaa096c3f9d1e5c398c597f567d6","16200","BIRIGUI"
"5b92bfa4120daa27c574daa2e386c693","18070","SOROCABA"
"fc38b5dceee1a730fad8853453437fbd","13073","CAMPINAS"
"04aa0a1c5ce6b222003403a3e11c3cc0","13150","COSMOPOLIS"
"ede0c03645598cdfc63ca8237acbe73d","14092","RIBEIRAO PRETO"
"1e47defeeadeca0e9a18fa5a9311e735","15800","CATANDUVA"
"a7b7354cc588f7566a848bcbb1ce3d96","1215","SAO PAULO"
"a7dc4098e4da6e41b426269d12ae7e91","4386","SAO PAULO"
"918717417d88a9f9ae9735567e6c7682","5547","SAO PAULO"
"f19516b9ff26bfeb091b30108db4ddbd","13160","ARTUR NOGUEIRA"
"ed8cb7b190ceb6067227478e48cf8dde","11015","SANTOS"
"97e50a621f8e801f4baf69e08687c192","4209","SAO PAULO"
"a21c11ec5c3f03e7cc9f9203bff9e1c6","6513","SANTANA DE PARNAIBA"
"52092ddbd3a58c450a4459bf051b2287","17300","DOIS CORREGOS"
"f1198c871e0171278b63f40d112caeec","1220","SAO PAULO"
"289cdb325fb7e7f891c38608bf9e0962","31570","BELO HORIZONTE"
"8a207b6080964f3c1fc9d35bd6096ba4","15155","JACI"
"fa1c13f2614d7b5c4749cbc52fecda94","13170","SUMARE"
"3504c0cb71d7fa48d967e0e4c94d59d9","9350","MAUA"
"de09d00cfc265b8804c7df34075a68fa","2118","SAO PAULO"
"638cba8be1fb599bbb76fd6948351eb3","12242","SAO JOSE DOS CAMPOS"
"fbc14c0cf93505ef89f64665ffa4a7b5","14150","SERRANA"
"c3ee2331a724e6fc02c4b698b57a73f3","5108","SAO PAULO"
"df47da4ae86fa4db890d05aaf24e21d8","4360","SAO PAULO"
"e644cbadf7eeb30d0d29f335ce7d52ec","3029","SAO PAULO"
"2bdb95a56a36ebbc6640337ac5eac174","4054","SAO PAULO"
"324583d68897f5ddbaf38f6248322176","15046","SAO JOSE DO RIO PRETO"
"96493fab2fbb13a14d0c0e8772eef5c3","5537","SAO PAULO"
"d4ffeb15b67e81ff9af2b4252d99fb7e","12943","ATIBAIA"
"b5d034ac251546e25afe9067f05c1539","6852","ITAPECERICA DA SERRA"
"a150c540f572d0fb53992264bc5c10b5","18035","SOROCABA"
"7c1fea10b5b006671d608b1d7c446ec4","18550","BOITUVA"
"b6e1504972665f739dec4facb9943775","13405","PIRACICABA"
"f76a3b1349b6df1ee875d1f3fa4340f0","3275","SAO PAULO"
"99eaacc9e6046db1c82b163c5f84869f","14400","FRANCA"
"ab75b89cc49c9ab3160d0c91565a442a","17604","TUPA"
"08084d990eb3f53af056ccbc1730c8a7","3612","SAO PAULO"
"d85efbc8eff2b7adf524e2820569adc8","5268","SAO PAULO"
"23613d49c3ac2bd302259e55c06c050c","13660","PORTO FERREIRA"
"87d3c3aeb3ead335511b3ce315eb341e","3059","SAO PAULO"
"93b9a99027bd8bd6af682aff18dd19bf","7600","MAIRIPORA"
"0bf0150d5b9d60d9cd2906003332f085","1547","SAO PAULO"
"7ecef8194babfec876ca720714327841","13041","CAMPINAS"
"87b4428a334b8f676fd9a7f3bf544fb5","16480","GUAIMBE"
"dcb7367a92f5ffb89f1e2152ed260285","17700","OSVALDO CRUZ"
"513a54369b6a8a6602fcb0e129c6d78d","9862","SAO BERNARDO DO CAMPO"
"e0487761face83d64fcada2408959a36","1021","SAO PAULO"
"9996ae921c50e8dff411ac69c0b4bb8b","17605","TUPA"
"c8cc60ffd415254af5d9b9f34f32c369","18053","SOROCABA"
"2138ccb85b11a4ec1e37afbd1c8eda1f","8250","SAO PAULO"
"83d458c0d6d4f94295d63f091460bd60","29101","VILA VELHA"
"ef30892870c278497523264be1be2241","14801","ARARAQUARA"
"d5b9a084373da994a6e37f732169a853","9182","SANTO ANDRE"
"fe87f472055fbcf1d7e691c00b1560dc","13085","CAMPINAS"
"f46490624488d3ff7ce78613913a7711","7194","GUARULHOS"
"e8b4225284fbb02d16f200513f1f395d","14960","NOVO HORIZONTE"
"f61c63d13f7cd800549d5acdd390ae72","18185","PILAR DO SUL"
"054694fa03fe82cec4b7551487331d74","15840","ITAJOBI"
"376d67b61dce0c990155286e7ae486a4","4815","SAO PAULO"
"7315baebc0572ff220d226283dc66728","13560","SAO CARLOS"
"4125d9385a25e82d2f72d3a0fd55bc3f","11065","SANTOS"
"c8b0e2b0a7095e5d8219575d5e7e1181","8598","ITAQUAQUECETUBA"
"8ccf3cf69651cc1d8a02c8bfaf3b8568","13504","RIO CLARO"
"391fc6631aebcf3004804e51b40bcf1e","14940","IBITINGA"
"da03c298e3999e9d828591fc2179d109","4041","SAO PAULO"
"49383af7ab774e4e8f3000f49c83dc4b","12080","TAUBATE"
"7994081388d55b9cf976c050653dd359","1244","SAO PAULO"
"e84ad2127668df3aafc6b73531a0beb8","4613","SAO PAULO"
"1a6245add4353f18ed55138808906979","9694","SAO BERNARDO DO CAMPO"
"e9779976487b77c6d4ac45f75ec7afe9","11701","PRAIA GRANDE"
"6b90f847357d8981edd79a1eb1bf0acb","7152","GUARULHOS"
"252e76235acb79183cfca6e34f13337d","13090","CAMPINAS"
"7c5b05cbdb5542049f38d90d7815b97d","5201","SAO PAULO"
"db4350fd57ae30082dec7acbaacc17f9","3126","SAO PAULO"
"4324dd16853115efb0fd9d0d131ba6f4","13720","SAO JOSE DO RIO PARDO"
"6426d21aca402a131fc0a5d0960a3c90","14091","RIBEIRAO PRETO"
"8a432f4e5b471f8da497d7dc517666e2","19042","PRESIDENTE PRUDENTE"
