order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,interval_code_delivered_carrier,order_delivered_customer_date,interval_code_delivered_customer,order_estimated_delivery_date,shipping_limit_date,holiday_at_shipping,days_since_last_holiday,days_until_next_holiday,is_holiday_in_7_days,is_holiday_in_14_days,had_holiday_7_days_ago,had_holiday_14_days_ago,purchase_hour,purchase_day_of_week,is_weekend,delivered_on_time,price,freight_value,product_weight_g,volume_cm3,distance_km,category_name,customer_city,seller_city,same_city,review_score
2018-08-07T22:03:44.000Z,2018-08-07T22:15:22.000Z,2018-08-08T14:11:00.000Z,3,2018-08-16T19:58:24.000Z,4,2018-08-15T00:00:00.000Z,2018-08-14T22:15:22.000Z,0,30,30,0,0,0,0,22,2,0,0,33.89,8.4,388,3584.0,17.173,food,FERRAZ DE VASCONCELOS,SAO PAULO,0,1.0
2018-08-07T22:03:44.000Z,2018-08-07T22:15:22.000Z,2018-08-08T14:11:00.000Z,3,2018-08-16T19:58:24.000Z,4,2018-08-15T00:00:00.000Z,2018-08-14T22:15:22.000Z,0,30,30,0,0,0,0,22,2,0,0,33.89,8.4,388,3584.0,17.173,food,FERRAZ DE VASCONCELOS,SAO PAULO,0,1.0
2018-08-07T22:03:44.000Z,2018-08-07T22:15:22.000Z,2018-08-08T14:11:00.000Z,3,2018-08-16T19:58:24.000Z,4,2018-08-15T00:00:00.000Z,2018-08-14T22:15:22.000Z,0,30,30,0,0,0,0,22,2,0,0,33.89,8.4,388,3584.0,17.173,food,FERRAZ DE VASCONCELOS,SAO PAULO,0,1.0
2018-04-10T18:01:04.000Z,2018-04-10T18:15:20.000Z,2018-04-11T22:32:29.000Z,4,2018-04-13T23:04:44.000Z,4,2018-04-26T00:00:00.000Z,2018-04-16T18:15:20.000Z,0,10,10,0,1,0,1,18,2,0,1,120.0,13.75,3500,18900.0,44.708,health_beauty,PRAIA GRANDE,SAO PAULO,0,5.0
2018-02-23T14:36:15.000Z,2018-02-23T14:51:13.000Z,2018-02-26T22:51:58.000Z,4,2018-03-02T17:28:56.000Z,3,2018-03-23T00:00:00.000Z,2018-03-01T14:51:13.000Z,0,13,32,0,0,0,1,14,5,1,1,14.9,8.27,150,3120.0,45.502,home_appliances,SAO PAULO,PRAIA GRANDE,0,5.0
2018-04-27T21:36:27.000Z,2018-04-27T21:52:36.000Z,2018-05-02T14:41:00.000Z,3,2018-05-07T19:42:40.000Z,4,2018-05-16T00:00:00.000Z,2018-05-03T21:52:36.000Z,0,1,29,0,0,1,1,21,5,1,1,40.35,13.71,725,6727.0,309.854,bed_bath_table,SAO PAULO,IBITINGA,0,5.0
2017-12-02T01:20:28.000Z,2017-12-02T01:29:28.000Z,2017-12-06T00:22:42.000Z,1,2017-12-07T20:43:52.000Z,4,2018-01-03T00:00:00.000Z,2017-12-07T01:29:28.000Z,0,21,19,0,0,0,0,1,6,1,1,49.9,7.78,100,1600.0,14.974,fashion_bags_accessories,SAO PAULO,SAO PAULO,1,5.0
2018-04-10T19:17:15.000Z,2018-04-10T19:31:09.000Z,2018-04-11T20:04:00.000Z,4,2018-04-16T17:40:54.000Z,3,2018-04-26T00:00:00.000Z,2018-04-16T19:31:09.000Z,0,10,10,0,1,0,1,19,2,0,1,499.0,30.35,10050,60000.0,38.273,home_confort,SAO PAULO,OSASCO,0,4.0
2018-03-22T22:52:46.000Z,2018-03-22T23:07:23.000Z,2018-03-31T14:18:55.000Z,3,2018-04-05T19:18:35.000Z,4,2018-04-11T00:00:00.000Z,2018-03-28T23:07:23.000Z,0,1,1,1,1,1,1,22,4,0,1,39.85,12.79,317,2244.0,160.188,health_beauty,SERRANA,MINEIROS DO TIETE,0,2.0
2018-05-14T13:44:52.000Z,2018-05-15T04:52:44.000Z,2018-05-17T10:45:00.000Z,2,2018-05-22T22:23:37.000Z,4,2018-05-29T00:00:00.000Z,2018-05-18T04:52:44.000Z,0,16,14,0,1,0,0,13,1,0,1,219.99,14.9,550,12000.0,152.923,toys,IGUAPE,SAO PAULO,0,4.0
2017-11-12T09:50:55.000Z,2017-11-12T10:10:32.000Z,2017-11-13T19:42:09.000Z,4,2017-11-14T22:34:39.000Z,4,2017-11-27T00:00:00.000Z,2017-11-17T10:10:32.000Z,0,11,2,1,1,0,1,9,0,0,1,129.0,8.16,250,352.0,32.061,watches_gifts,MAUA,SAO PAULO,0,5.0
2017-04-24T10:53:12.000Z,2017-04-24T11:05:19.000Z,2017-04-24T11:15:16.000Z,2,2017-05-06T11:48:40.000Z,2,2017-05-12T00:00:00.000Z,2017-05-02T11:05:19.000Z,0,3,7,1,1,1,1,10,1,0,1,37.0,10.96,300,5400.0,303.178,sports_leisure,INDAIATUBA,GUARA,0,4.0
2018-05-03T18:55:20.000Z,2018-05-05T03:33:43.000Z,2018-05-07T11:10:00.000Z,2,2018-05-08T20:58:26.000Z,4,2018-05-18T00:00:00.000Z,2018-05-10T03:31:09.000Z,0,6,24,0,0,1,1,18,4,0,1,49.9,7.39,150,2816.0,23.315,sports_leisure,SAO PAULO,SAO PAULO,1,5.0
2017-08-13T16:44:57.000Z,2017-08-13T16:55:17.000Z,2017-08-14T16:12:41.000Z,3,2017-08-18T10:24:01.000Z,2,2017-08-25T00:00:00.000Z,2017-08-17T16:55:17.000Z,0,36,24,0,0,0,0,16,0,0,1,57.99,11.73,1000,15750.0,21.558,baby,SAO PAULO,SAO PAULO,1,5.0
2018-08-04T21:40:35.000Z,2018-08-04T21:50:11.000Z,2018-08-06T13:34:00.000Z,3,2018-08-07T20:12:22.000Z,4,2018-08-09T00:00:00.000Z,2018-08-06T21:50:11.000Z,0,28,32,0,0,0,0,21,6,1,1,55.0,7.65,250,640.0,19.041,watches_gifts,SAO PAULO,SAO PAULO,1,3.0
2018-03-04T23:15:49.000Z,2018-03-06T04:08:25.000Z,2018-03-07T00:32:29.000Z,1,2018-03-09T20:27:41.000Z,4,2018-03-15T00:00:00.000Z,2018-03-12T04:08:25.000Z,0,22,23,0,0,0,0,23,0,0,1,90.0,9.44,900,9744.0,80.28,computers_accessories,SOROCABA,SAO PAULO,0,4.0
2018-03-20T20:31:23.000Z,2018-03-22T02:56:19.000Z,2018-03-22T23:48:27.000Z,4,2018-03-23T18:04:16.000Z,4,2018-04-02T00:00:00.000Z,2018-03-28T02:56:19.000Z,0,37,8,0,1,0,0,20,2,0,1,199.0,8.74,5650,13800.0,70.908,bed_bath_table,BAURU,IBITINGA,0,1.0
2018-08-24T13:27:17.000Z,2018-08-24T13:44:42.000Z,2018-08-27T18:33:00.000Z,4,2018-08-28T16:32:05.000Z,3,2018-08-31T00:00:00.000Z,2018-08-28T13:44:42.000Z,0,49,11,0,1,0,0,13,5,1,1,38.0,7.53,300,352.0,88.334,watches_gifts,CAMPINAS,SAO PAULO,0,4.0
2018-06-25T21:14:53.000Z,2018-06-27T08:30:40.000Z,2018-06-27T11:01:00.000Z,2,2018-06-28T18:22:18.000Z,4,2018-07-05T00:00:00.000Z,2018-06-29T03:31:55.000Z,0,27,12,0,1,0,0,21,1,0,1,18.0,7.87,100,6160.0,69.943,construction_tools_construction,SAO PAULO,JACAREI,0,5.0
2018-05-01T02:04:16.000Z,2018-05-03T04:12:53.000Z,2018-05-10T19:19:00.000Z,4,2018-05-16T21:12:15.000Z,4,2018-05-14T00:00:00.000Z,2018-05-09T04:12:53.000Z,0,9,21,0,0,0,1,2,2,0,0,11.53,7.39,100,1936.0,51.624,perfumery,PRAIA GRANDE,SAO PAULO,0,1.0
2017-08-21T12:54:37.000Z,2017-08-21T13:05:16.000Z,2017-08-21T19:07:09.000Z,4,2017-08-23T23:04:17.000Z,4,2017-09-06T00:00:00.000Z,2017-08-30T13:05:16.000Z,0,43,17,0,0,0,0,12,1,0,1,86.8,7.86,422,3240.0,76.283,cool_stuff,INDAIATUBA,SAO PAULO,0,5.0
2017-12-09T19:22:59.000Z,2017-12-09T19:32:49.000Z,2017-12-11T21:24:27.000Z,4,2017-12-14T23:33:23.000Z,4,2017-12-28T00:00:00.000Z,2017-12-14T19:32:49.000Z,0,26,14,0,1,0,0,19,6,1,1,159.49,8.86,175,2376.0,36.845,sports_leisure,MAUA,PRAIA GRANDE,0,5.0
2017-12-10T18:07:24.000Z,2017-12-10T18:15:33.000Z,2017-12-12T21:07:48.000Z,4,2017-12-14T17:47:58.000Z,3,2017-12-29T00:00:00.000Z,2017-12-15T18:15:33.000Z,0,27,13,0,1,0,0,18,0,0,1,53.99,7.78,200,3328.0,79.844,perfumery,SAO JOSE DOS CAMPOS,SANTO ANDRE,0,2.0
2018-08-03T19:50:50.000Z,2018-08-03T20:04:20.000Z,2018-08-09T13:32:00.000Z,3,2018-08-10T18:18:35.000Z,4,2018-08-08T00:00:00.000Z,2018-08-07T20:04:20.000Z,0,31,29,0,0,0,0,19,5,1,0,15.99,7.39,200,2560.0,15.304,stationery,SAO PAULO,SAO PAULO,1,1.0
2017-05-12T23:38:09.000Z,2017-05-12T23:50:08.000Z,2017-05-15T15:30:06.000Z,3,2017-05-22T16:47:58.000Z,3,2017-05-31T00:00:00.000Z,2017-05-18T23:50:08.000Z,0,14,31,0,0,0,1,23,5,1,1,109.9,12.27,2000,23625.0,254.34,bed_bath_table,CAPAO BONITO,IBITINGA,0,3.0
2018-06-12T06:19:27.000Z,2018-06-12T06:35:05.000Z,2018-06-18T11:01:00.000Z,2,2018-06-19T22:12:23.000Z,4,2018-06-26T00:00:00.000Z,2018-06-18T06:30:53.000Z,0,18,21,0,0,0,0,6,2,0,1,39.0,7.53,150,2816.0,50.212,sports_leisure,GUARUJA,SAO PAULO,0,4.0
2018-08-10T12:09:15.000Z,2018-08-11T02:51:01.000Z,2018-08-13T13:09:00.000Z,3,2018-08-14T18:28:25.000Z,4,2018-08-15T00:00:00.000Z,2018-08-14T02:50:31.000Z,0,35,25,0,0,0,0,12,5,1,1,27.9,7.46,150,1360.0,24.387,health_beauty,SAO PAULO,SAO PAULO,1,5.0
2017-06-20T15:00:00.000Z,2017-06-20T15:15:17.000Z,2017-06-23T12:15:50.000Z,3,2017-07-03T14:59:32.000Z,3,2017-07-10T00:00:00.000Z,2017-06-26T15:15:17.000Z,0,8,16,0,0,0,1,15,2,0,1,39.9,11.85,150,2816.0,72.787,sports_leisure,ITUPEVA,SAO PAULO,0,5.0
2018-07-15T19:47:30.000Z,2018-07-15T20:04:06.000Z,2018-07-16T14:23:00.000Z,3,2018-07-20T22:03:24.000Z,4,2018-08-02T00:00:00.000Z,2018-07-20T20:04:06.000Z,0,7,53,0,0,1,1,19,0,0,1,105.0,17.87,3000,27000.0,164.522,signaling_and_security,GUARATINGUETA,SAO PAULO,0,5.0
2018-08-28T21:10:46.000Z,2018-08-28T21:25:15.000Z,2018-08-29T13:17:00.000Z,3,2018-08-30T13:38:53.000Z,3,2018-09-26T00:00:00.000Z,2018-08-30T21:25:15.000Z,0,51,9,0,1,0,0,21,2,0,1,59.9,7.68,100,1280.0,27.07,fashion_bags_accessories,SANTO ANDRE,SAO PAULO,0,5.0
2018-01-03T19:13:33.000Z,2018-01-03T19:27:05.000Z,2018-01-04T23:08:01.000Z,4,2018-01-11T13:22:35.000Z,3,2018-01-26T00:00:00.000Z,2018-01-09T19:27:05.000Z,0,3,39,0,0,1,1,19,3,0,1,47.4,11.85,150,1122.0,74.722,stationery,ITAPUI,ARARAQUARA,0,5.0
2018-05-01T16:01:41.000Z,2018-05-01T16:15:13.000Z,2018-05-02T18:21:00.000Z,4,2018-05-07T20:54:44.000Z,4,2018-05-16T00:00:00.000Z,2018-05-07T16:15:13.000Z,0,1,29,0,0,1,1,16,2,0,1,59.9,11.15,1750,9600.0,52.349,kitchen_dining_laundry_garden_furniture,JUNDIAI,SAO PAULO,0,4.0
2017-08-08T21:04:16.000Z,2017-08-10T03:15:35.000Z,2017-08-11T13:36:56.000Z,3,2017-08-14T15:13:10.000Z,3,2017-08-23T00:00:00.000Z,2017-08-18T03:15:35.000Z,0,33,27,0,0,0,0,21,2,0,1,89.99,7.88,250,3960.0,10.644,health_beauty,SAO PAULO,SANTO ANDRE,0,4.0
2018-01-14T22:31:54.000Z,2018-01-15T09:56:33.000Z,2018-01-15T19:43:56.000Z,4,2018-01-22T16:03:40.000Z,3,2018-01-30T00:00:00.000Z,2018-01-19T09:56:33.000Z,0,14,28,0,0,0,1,22,0,0,1,78.0,7.8,250,352.0,85.32,watches_gifts,CAMPINAS,SAO PAULO,0,4.0
2018-03-08T15:59:34.000Z,2018-03-08T17:00:27.000Z,2018-03-09T22:16:22.000Z,4,2018-03-14T21:08:39.000Z,4,2018-03-26T00:00:00.000Z,2018-03-14T16:30:02.000Z,0,24,21,0,0,0,0,15,4,0,1,119.8,20.18,4250,8000.0,222.267,sports_leisure,BARUERI,JAU,0,5.0
2018-05-24T22:21:17.000Z,2018-05-26T02:18:43.000Z,2018-05-28T15:04:00.000Z,3,2018-05-29T19:11:16.000Z,4,2018-06-11T00:00:00.000Z,2018-05-29T02:18:43.000Z,0,27,3,1,1,0,0,22,4,0,1,45.0,7.39,200,4096.0,4.145,construction_tools_lights,SAO PAULO,SAO PAULO,1,2.0
2018-07-23T11:36:26.000Z,2018-07-23T14:30:58.000Z,2018-07-23T16:06:00.000Z,3,2018-07-25T14:41:26.000Z,3,2018-08-06T00:00:00.000Z,2018-07-27T13:31:22.000Z,0,14,46,0,0,0,1,11,1,0,1,59.0,13.07,450,6528.0,153.292,perfumery,LOUVEIRA,SAO CARLOS,0,5.0
2018-04-20T10:24:13.000Z,2018-04-20T10:35:25.000Z,2018-04-24T15:55:40.000Z,3,2018-05-02T16:28:42.000Z,3,2018-05-18T00:00:00.000Z,2018-05-02T10:35:25.000Z,0,3,7,1,1,1,1,10,5,1,1,79.0,13.91,7900,48125.0,47.654,stationery,SAO PAULO,CAMPO LIMPO PAULISTA,0,5.0
2018-05-06T21:33:24.000Z,2018-05-07T21:32:21.000Z,2018-05-08T14:24:00.000Z,3,2018-05-11T12:16:58.000Z,3,2018-05-24T00:00:00.000Z,2018-05-13T21:31:11.000Z,0,7,23,0,0,1,1,21,0,0,1,158.0,15.2,8700,24624.0,368.75,housewares,CAFELANDIA,SAO PAULO,0,3.0
2018-05-04T19:19:10.000Z,2018-05-05T15:50:46.000Z,2018-05-09T15:10:00.000Z,3,2018-05-16T22:56:45.000Z,4,2018-05-17T00:00:00.000Z,2018-05-10T15:50:46.000Z,0,8,22,0,0,0,1,19,5,1,1,1050.61,25.13,18800,60000.0,113.408,bed_bath_table,COSMOPOLIS,SAO PAULO,0,1.0
2018-07-20T04:13:54.000Z,2018-07-20T04:25:10.000Z,2018-07-24T14:46:00.000Z,3,2018-07-25T17:21:09.000Z,3,2018-08-01T00:00:00.000Z,2018-07-26T04:25:10.000Z,0,15,45,0,0,0,0,4,5,1,1,59.9,9.17,900,13440.0,91.548,musical_instruments,CAMPINAS,SAO PAULO,0,5.0
2018-06-18T11:12:41.000Z,2018-06-20T02:55:03.000Z,2018-06-22T14:13:00.000Z,3,2018-06-27T14:42:23.000Z,3,2018-07-18T00:00:00.000Z,2018-07-02T02:55:03.000Z,0,22,17,0,0,0,0,11,1,0,1,56.0,18.69,3500,6120.0,164.376,health_beauty,PEDERNEIRAS,RIBEIRAO PRETO,0,5.0
2017-09-26T17:47:16.000Z,2017-09-26T18:06:01.000Z,2017-09-29T19:43:57.000Z,4,2017-10-04T23:07:48.000Z,4,2017-10-18T00:00:00.000Z,2017-10-02T18:06:01.000Z,0,22,13,0,1,0,0,17,2,0,1,20.99,11.85,275,864.0,402.694,telephony,ASSIS,SAO PAULO,0,5.0
2018-03-11T19:46:58.000Z,2018-03-11T20:08:42.000Z,2018-04-27T17:50:00.000Z,3,2018-05-08T15:44:31.000Z,3,2018-03-28T00:00:00.000Z,2018-03-15T20:08:42.000Z,0,6,4,1,1,1,1,19,0,0,0,104.0,14.82,1100,13068.0,357.113,sports_leisure,BARUERI,GUARA,0,4.0
2017-05-16T15:05:35.000Z,2017-05-16T15:22:12.000Z,2017-05-23T10:47:57.000Z,2,2017-05-25T10:35:35.000Z,2,2017-06-05T00:00:00.000Z,2017-05-22T15:22:12.000Z,0,22,23,0,0,0,0,15,2,0,1,124.99,21.88,8683,107136.0,346.978,office_furniture,FRANCA,ITAQUAQUECETUBA,0,4.0
2018-06-23T04:04:48.000Z,2018-06-23T04:18:43.000Z,2018-06-26T14:50:00.000Z,3,2018-06-30T16:51:48.000Z,3,2018-07-16T00:00:00.000Z,2018-06-26T04:18:43.000Z,0,26,13,0,1,0,0,4,6,1,1,94.99,13.33,350,1615.0,389.291,telephony,LINS,SAO PAULO,0,1.0
2018-08-27T18:45:54.000Z,2018-08-27T19:04:07.000Z,2018-08-28T14:17:00.000Z,3,2018-08-30T21:31:37.000Z,4,2018-09-06T00:00:00.000Z,2018-08-30T19:04:07.000Z,0,50,10,0,1,0,0,18,1,0,1,85.0,13.26,300,9375.0,138.421,consoles_games,ANDRADINA,PRESIDENTE PRUDENTE,0,5.0
2018-08-16T15:21:03.000Z,2018-08-16T15:35:26.000Z,2018-08-17T14:00:00.000Z,3,2018-08-22T13:27:39.000Z,3,2018-08-29T00:00:00.000Z,2018-08-20T15:35:26.000Z,0,39,21,0,0,0,0,15,4,0,1,69.99,14.8,1350,24750.0,307.896,bed_bath_table,SAO PAULO,IBITINGA,0,5.0
2018-02-25T12:08:45.000Z,2018-02-25T12:29:23.000Z,2018-02-28T15:34:52.000Z,3,2018-03-01T16:58:54.000Z,3,2018-03-26T00:00:00.000Z,2018-03-01T12:29:23.000Z,0,15,30,0,0,0,0,12,0,0,1,38.4,9.27,500,1872.0,46.611,home_appliances,SAO PAULO,PRAIA GRANDE,0,5.0
2017-10-18T17:40:28.000Z,2017-10-20T02:56:27.000Z,2017-10-20T20:32:02.000Z,4,2017-10-23T16:32:44.000Z,3,2017-10-30T00:00:00.000Z,2017-10-26T02:56:27.000Z,0,8,13,0,1,0,1,17,3,0,1,51.6,9.34,350,4212.0,77.588,perfumery,SAO PAULO,VALINHOS,0,5.0
2017-03-05T09:31:07.000Z,2017-03-06T09:35:22.000Z,2017-03-06T11:41:52.000Z,2,2017-03-10T11:38:00.000Z,2,2017-03-23T00:00:00.000Z,2017-03-10T09:35:22.000Z,0,6,39,0,0,1,1,9,0,0,1,19.99,10.96,100,627.0,139.084,telephony,UBATUBA,SAO PAULO,0,3.0
