order_delivered_carrier_date,holiday_at_shipping,order_delivered_customer_date,approval_time_hours,handling_time_hours,shipping_delay_hours,delivery_time_days,purchase_hour,purchase_day_of_week,is_weekend,price,freight_value,product_weight_g,volume_cm3,distance_km,same_city,review_score,delivered_on_time,seller_geolocation_lat,seller_geolocation_lng,seller_total_rainfall_period_mm,seller_max_rain_intensity_mm_h,seller_max_wind_gust_period_ms,seller_interval_code,seller_rain_class_code,seller_wind_class_code,customer_geolocation_lat,customer_geolocation_lng,customer_total_rainfall_period_mm,customer_max_rain_intensity_mm_h,customer_max_wind_gust_period_ms,customer_interval_code,customer_rain_class_code,customer_wind_class_code
2017-08-08T16:22:18.000Z,0,2017-08-11T14:49:31.000Z,0.297,139.977,-4.023,8.78,20,3,0,53.9,12.72,350,13920.0,359.979,0,2.0,1,-21.46111111,-47.57944443,0.0,0.0,9.0,3,0,5,-24.53305554,-47.86416666,0.0,0.0,5.7,3,0,4
2017-09-14T19:52:51.000Z,0,2017-09-20T15:51:43.000Z,0.224,71.624,-24.376,8.826,20,1,0,42.9,17.06,2800,9545.0,167.907,0,5.0,1,-23.496294,-46.620088,0.0,0.0,9.0,4,0,5,-24.71666666,-47.55,0.0,0.0,7.2,3,0,4
2017-09-19T15:22:12.000Z,0,2017-09-29T20:37:45.000Z,0.31,97.199,-46.801,14.282,13,5,1,12.9,11.85,250,4800.0,338.703,0,5.0,1,-21.855567,-48.799717,0.0,0.0,7.2,3,0,4,-24.533139,-47.864139,3.8,2.2,5.5,4,1,4
2017-10-16T20:33:27.000Z,0,2017-10-19T11:22:29.000Z,65.704,49.992,-71.008,7.438,0,4,0,13.99,11.85,50,880.0,200.263,0,1.0,1,-23.48333333,-46.61666666,0.0,0.0,9.1,4,0,5,-24.53305554,-47.86416666,0.0,0.0,2.9,2,0,2
2017-10-19T15:28:11.000Z,0,2017-10-25T20:28:31.000Z,34.156,67.646,-28.354,10.45,9,0,0,129.0,27.45,12600,352.0,232.036,0,5.0,1,-22.415062,-46.805292,0.0,0.0,8.2,3,0,5,-24.71666666,-47.55,8.6,5.8,8.2,4,2,5
2017-10-20T18:22:36.000Z,0,2017-10-31T17:58:03.000Z,23.958,18.553,-125.447,12.754,23,3,0,109.9,17.48,1750,27000.0,195.202,0,4.0,1,-23.52333332,-46.86916666,0.0,0.0,7.4,4,0,4,-24.533139,-47.864139,0.2,0.2,11.2,3,1,6
2017-11-14T21:57:01.000Z,0,2017-11-21T18:58:53.000Z,40.865,79.774,-64.226,11.903,21,4,0,299.99,15.12,1150,10602.0,152.195,0,1.0,1,-23.52333332,-46.86916666,0.0,0.0,9.1,4,0,5,-24.53305554,-47.86416666,3.2,3.2,6.6,4,2,4
2017-11-16T16:18:05.000Z,0,2017-11-29T19:54:35.000Z,0.271,76.463,-91.538,16.348,11,1,0,24.99,11.85,300,816.0,93.412,0,5.0,1,-23.724501,-46.677501,0.0,0.0,12.5,3,0,6,-24.671654,-47.545896,0.0,0.0,9.1,4,0,5
2017-12-07T13:58:58.000Z,0,2017-12-19T15:56:59.000Z,38.412,57.78,-86.22,16.09,13,0,0,219.9,14.56,342,3510.0,378.186,0,5.0,1,-21.338432,-48.114007,0.0,0.0,7.7,3,0,4,-24.71666666,-47.55,0.8,0.8,6.1,3,1,4
2017-11-30T18:12:23.000Z,0,2017-12-19T20:34:27.000Z,0.323,48.954,-95.046,21.152,16,2,0,160.55,20.0,6400,43659.0,113.899,0,4.0,0,-23.48333333,-46.61666666,0.0,0.0,9.4,4,0,5,-24.671654,-47.545896,0.0,0.0,6.9,4,0,4
2017-12-08T22:14:34.000Z,0,2017-12-26T20:15:27.000Z,9.093,43.01,-100.99,20.088,18,3,0,119.99,13.96,1325,29232.0,335.192,0,5.0,1,-21.78056,-47.07528,0.0,0.0,6.4,4,0,4,-24.53305554,-47.86416666,0.6,0.2,6.3,4,1,4
2018-01-04T15:15:29.000Z,0,2018-01-09T22:41:23.000Z,68.092,53.726,-90.268,10.385,13,6,1,79.0,13.57,6050,31920.0,181.409,0,5.0,1,-23.48333333,-46.61666666,0.0,0.0,9.5,3,0,5,-24.53305554,-47.86416666,0.8,0.2,3.1,4,1,2
2018-01-04T16:22:11.000Z,0,2018-01-17T20:14:58.000Z,0.198,23.839,-144.155,14.163,16,3,0,149.9,16.68,2800,15120.0,321.696,0,5.0,1,-21.855567,-48.799717,0.0,0.0,6.7,3,0,4,-24.53305554,-47.86416666,0.0,0.0,3.2,4,0,2
2018-01-16T21:38:57.000Z,0,2018-01-19T20:03:21.000Z,0.191,9.327,-134.673,3.33,12,2,0,39.0,11.85,250,8970.0,207.282,0,5.0,1,-23.496294,-46.620088,0.0,0.0,8.6,4,0,5,-24.533139,-47.864139,5.0,3.8,7.4,4,2,4
2018-02-02T20:08:50.000Z,0,2018-02-15T19:35:30.000Z,1.054,50.555,-141.445,15.127,16,3,0,119.99,16.47,2900,16632.0,319.888,0,5.0,1,-21.855567,-48.799717,0.0,0.0,7.8,4,0,4,-24.53305554,-47.86416666,0.0,0.0,7.5,4,0,4
2018-02-06T18:07:21.000Z,0,2018-02-16T20:43:53.000Z,0.213,21.192,-170.808,11.001,20,1,0,148.0,12.54,444,4480.0,351.997,0,5.0,1,-21.338432,-48.114007,0.0,0.0,7.7,4,0,4,-24.53305554,-47.86416666,0.0,0.0,5.9,4,0,4
2018-02-09T22:43:08.000Z,0,2018-02-19T14:18:12.000Z,13.622,67.548,-76.453,13.031,13,2,0,117.3,17.53,4105,44890.0,132.145,0,3.0,1,-23.48333333,-46.61666666,0.0,0.0,7.5,4,0,4,-24.671654,-47.545896,0.0,0.0,4.0,3,0,3
2018-02-01T20:11:29.000Z,0,2018-02-19T12:38:44.000Z,0.206,10.599,-133.401,18.136,9,4,0,69.9,12.83,800,23625.0,371.622,0,4.0,1,-21.855567,-48.799717,0.0,0.0,6.2,4,0,4,-24.71666666,-47.55,0.0,0.0,4.0,3,0,3
2018-02-15T19:19:55.000Z,0,2018-02-27T23:56:55.000Z,28.613,193.085,49.085,21.43,13,2,0,79.9,18.45,4500,18000.0,209.059,0,5.0,1,-22.703132,-47.623317,0.0,0.0,5.2,4,0,3,-24.533139,-47.864139,0.0,0.0,7.3,4,0,4
2018-03-16T22:48:47.000Z,0,2018-03-23T19:47:24.000Z,0.231,24.999,-119.001,7.925,21,4,0,24.99,12.79,350,816.0,176.093,0,5.0,1,-23.724501,-46.677501,0.0,0.0,9.1,4,0,5,-24.533139,-47.864139,0.0,0.0,3.1,4,0,2
2018-02-27T17:57:47.000Z,0,2018-03-26T23:33:53.000Z,0.242,24.776,-71.224,28.276,16,1,0,56.99,13.42,1050,13125.0,343.776,0,1.0,0,-21.855567,-48.799717,12.2,11.8,6.1,3,3,4,-24.533139,-47.864139,0.8,0.6,9.4,4,1,5
2018-04-02T19:05:18.000Z,0,2018-04-10T16:08:34.000Z,42.114,57.955,-62.045,12.047,15,4,0,295.0,14.51,363,3042.0,351.163,0,5.0,1,-21.33833333,-48.11388888,0.0,0.0,8.4,4,0,5,-24.53305554,-47.86416666,0.0,0.0,6.4,3,0,4
2018-04-10T16:21:54.000Z,0,2018-04-19T00:08:30.000Z,0.312,76.554,-43.446,11.527,11,6,1,69.9,16.18,2600,15000.0,141.908,0,5.0,1,-23.72472221,-46.67805554,0.0,0.0,6.2,3,0,4,-24.71666666,-47.55,0.0,0.0,2.1,1,0,2
2018-05-10T15:25:00.000Z,0,2018-05-14T22:48:25.000Z,30.128,7.809,-88.099,5.889,1,3,0,79.99,14.65,4325,33000.0,200.356,0,5.0,1,-22.70277777,-47.62305554,0.0,0.0,5.6,3,0,4,-24.53305554,-47.86416666,0.0,0.0,8.4,4,0,5
2018-06-05T15:33:00.000Z,0,2018-06-11T14:08:52.000Z,0.362,69.713,-146.287,8.861,17,6,1,43.99,13.71,750,2160.0,310.926,0,5.0,1,-21.855567,-48.799717,0.0,0.0,6.1,3,0,4,-24.53305554,-47.86416666,0.0,0.0,8.4,3,0,5
2018-06-11T13:59:00.000Z,0,2018-06-15T18:03:34.000Z,0.428,50.338,-21.534,6.285,11,6,1,45.0,13.25,700,12500.0,320.492,0,1.0,1,-21.855567,-48.799717,0.0,0.0,8.6,3,0,5,-24.53305554,-47.86416666,0.0,0.0,6.4,4,0,4
2018-06-11T13:59:00.000Z,0,2018-06-15T18:03:34.000Z,0.428,50.338,-21.534,6.285,11,6,1,45.0,13.25,650,12500.0,320.492,0,1.0,1,-21.855567,-48.799717,0.0,0.0,8.6,3,0,5,-24.53305554,-47.86416666,0.0,0.0,6.4,4,0,4
2018-06-21T14:00:00.000Z,0,2018-06-26T20:46:40.000Z,1.377,73.692,-22.308,8.41,10,1,0,29.99,12.87,550,1989.0,241.387,0,5.0,1,-22.37083332,-48.55722222,0.0,0.0,0.0,3,0,0,-24.671654,-47.545896,0.0,0.0,4.0,4,0,3
2018-07-03T05:46:00.000Z,0,2018-07-05T17:43:39.000Z,0.222,35.933,-12.068,4.005,17,0,0,34.9,12.9,650,13328.0,173.553,0,5.0,1,-23.496294,-46.620088,0.0,0.0,2.7,1,0,2,-24.53305554,-47.86416666,0.0,0.0,3.7,3,0,3
2018-07-03T05:46:00.000Z,0,2018-07-05T17:43:39.000Z,0.222,35.933,-12.068,4.005,17,0,0,34.9,12.9,600,13328.0,173.553,0,5.0,1,-23.496294,-46.620088,0.0,0.0,2.7,1,0,2,-24.53305554,-47.86416666,0.0,0.0,3.7,3,0,3
2018-07-24T13:59:00.000Z,0,2018-07-30T16:58:37.000Z,129.358,-105.537,-62.438,7.117,14,1,0,21.99,12.81,100,7500.0,371.821,0,5.0,1,-22.235222,-49.965111,0.0,0.0,6.4,3,0,4,-24.671654,-47.545896,2.0,1.4,10.2,3,1,5
2018-07-24T13:59:00.000Z,0,2018-07-30T16:58:37.000Z,129.358,-105.537,-62.438,7.117,14,1,0,21.99,12.81,100,7500.0,371.821,0,5.0,1,-22.235222,-49.965111,0.0,0.0,6.4,3,0,4,-24.671654,-47.545896,2.0,1.4,10.2,3,1,5
2018-07-24T15:04:00.000Z,0,2018-07-30T14:12:00.000Z,30.174,83.98,-12.02,10.72,20,4,0,169.9,22.99,8750,18375.0,100.31,0,5.0,1,-23.496294,-46.620088,0.0,0.0,6.3,3,0,4,-24.671654,-47.545896,2.0,1.4,10.2,3,1,5
2018-07-25T14:08:00.000Z,0,2018-07-31T20:32:34.000Z,42.135,129.294,-14.706,13.41,10,3,0,110.32,13.43,350,2850.0,191.24,0,5.0,1,-22.70277777,-47.62305554,0.0,0.0,6.8,3,0,4,-24.53305554,-47.86416666,0.0,0.0,8.7,4,0,5
2018-07-27T15:01:00.000Z,0,2018-07-31T19:20:33.000Z,0.169,3.512,-92.488,4.334,11,5,1,54.9,13.04,400,3750.0,193.288,0,5.0,1,-22.70277777,-47.62305554,0.0,0.0,7.3,3,0,4,-24.53305554,-47.86416666,0.0,0.0,8.7,4,0,5
2018-08-07T12:38:00.000Z,0,2018-08-13T19:31:48.000Z,0.173,63.876,-8.124,8.956,20,6,1,12.0,12.79,150,4000.0,96.178,0,5.0,1,-23.496294,-46.620088,0.0,0.0,7.9,3,0,4,-24.671654,-47.545896,0.0,0.0,5.6,4,0,4
2018-08-14T09:07:00.000Z,0,2018-08-17T21:21:58.000Z,90.175,4.28,-139.72,7.446,10,5,1,178.0,19.55,1675,7500.0,151.293,0,1.0,1,-23.724501,-46.677501,0.0,0.0,7.0,2,0,4,-24.53305554,-47.86416666,0.0,0.0,6.2,4,0,4
2018-08-21T13:30:00.000Z,0,2018-08-24T21:08:45.000Z,0.21,2.649,-141.351,3.438,10,2,0,31.0,16.12,450,3564.0,182.077,0,1.0,1,-23.724501,-46.677501,0.0,0.0,10.0,3,0,5,-24.533139,-47.864139,0.0,0.0,6.4,4,0,4
2017-09-06T20:16:39.000Z,0,2017-09-11T18:27:42.000Z,18.697,135.69,-152.31,11.357,9,4,0,24.99,13.37,900,6400.0,212.493,0,4.0,1,-23.496294,-46.620088,0.0,0.0,8.0,4,0,5,-24.96305555,-48.41638888,0.0,0.0,5.5,4,0,4
2018-03-16T19:36:17.000Z,0,2018-03-22T21:24:57.000Z,0.71,74.472,-69.528,9.208,16,2,0,139.9,17.89,1200,9600.0,505.327,0,4.0,1,-20.165,-50.59499999,0.0,0.0,7.1,4,0,4,-24.96277777,-48.41638888,0.0,0.0,3.1,4,0,2
2018-03-12T23:36:27.000Z,0,2018-04-24T21:50:46.000Z,0.244,9.849,-86.151,43.347,13,1,0,109.99,14.86,3775,31500.0,256.781,0,3.0,0,-22.70277777,-47.62305554,0.0,0.0,8.2,4,0,5,-24.96305555,-48.41638888,0.0,0.0,5.1,4,0,3
2018-03-29T22:31:53.000Z,0,2018-05-02T16:32:54.000Z,0.195,87.943,-8.058,37.423,6,1,0,15.0,12.79,150,2800.0,233.115,0,1.0,0,-23.496294,-46.620088,1.8,1.6,7.7,4,1,4,-24.96277777,-48.41638888,8.8,8.8,2.6,3,2,2
2018-04-27T12:46:00.000Z,0,2018-05-02T20:16:38.000Z,0.217,27.84,-140.16,6.482,8,4,0,71.3,12.94,200,1680.0,489.995,0,4.0,1,-20.57999999,-47.37999999,0.0,0.0,6.6,3,0,4,-24.96277777,-48.41638888,1.0,0.8,3.4,4,1,3
2018-06-22T10:35:00.000Z,0,2018-06-28T19:03:31.000Z,0.441,13.631,-82.369,6.939,20,4,0,49.0,13.0,250,352.0,192.15,0,3.0,1,-23.72472221,-46.67805554,0.0,0.0,4.4,2,0,3,-24.96305555,-48.41638888,0.0,0.0,2.1,4,0,2
2018-08-01T15:27:00.000Z,0,2018-08-07T23:28:56.000Z,0.274,113.043,-6.957,11.056,22,5,1,55.8,22.21,6775,23400.0,268.24,0,5.0,1,-23.844678,-46.143376,0.6,0.6,3.5,3,1,3,-24.96277777,-48.41638888,0.0,0.0,4.9,4,0,3
2018-08-23T12:35:00.000Z,0,2018-08-28T23:26:37.000Z,24.027,14.173,-81.827,7.044,22,2,0,299.99,16.41,1700,4680.0,223.706,0,5.0,1,-23.48333333,-46.61666666,0.0,0.0,9.7,3,0,5,-24.96305555,-48.41638888,0.0,0.0,3.5,4,0,3
2017-01-30T15:45:48.000Z,0,2017-02-02T12:07:30.000Z,13.5,60.241,-22.259,5.921,14,5,1,29.99,4.5,200,1344.0,137.562,0,5.0,1,-23.496294,-46.620088,0.0,0.0,7.5,3,0,4,-23.85138888,-48.16444444,0.0,0.0,9.6,3,0,5
2017-01-30T15:45:48.000Z,0,2017-02-02T12:07:30.000Z,13.5,60.241,-22.259,5.921,14,5,1,29.99,4.5,200,1344.0,137.562,0,5.0,1,-23.496294,-46.620088,0.0,0.0,7.5,3,0,4,-23.85138888,-48.16444444,0.0,0.0,9.6,3,0,5
2017-01-30T15:45:48.000Z,0,2017-02-02T12:07:30.000Z,13.5,60.241,-22.259,5.921,14,5,1,29.99,4.5,200,1344.0,137.562,0,5.0,1,-23.496294,-46.620088,0.0,0.0,7.5,3,0,4,-23.85138888,-48.16444444,0.0,0.0,9.6,3,0,5
2017-01-30T15:45:48.000Z,0,2017-02-02T12:07:30.000Z,13.5,60.241,-22.259,5.921,14,5,1,29.99,4.5,200,1344.0,137.562,0,5.0,1,-23.496294,-46.620088,0.0,0.0,7.5,3,0,4,-23.85138888,-48.16444444,0.0,0.0,9.6,3,0,5
2017-02-09T10:54:50.000Z,0,2017-02-15T15:41:51.000Z,73.354,55.075,32.43,11.551,2,6,1,239.0,12.28,500,2704.0,81.367,0,5.0,1,-22.70277777,-47.62305554,0.0,0.0,7.5,2,0,4,-23.85138888,-48.16444444,0.0,0.0,5.5,3,0,4
2017-02-24T09:52:25.000Z,0,2017-03-06T12:38:58.000Z,16.924,31.165,-47.912,12.119,9,3,0,69.9,13.07,1200,18216.0,132.734,0,5.0,1,-23.496294,-46.620088,0.0,0.0,5.0,2,0,3,-23.85138888,-48.16444444,0.0,0.0,5.2,3,0,3
2017-03-27T10:20:02.000Z,0,2017-03-30T15:22:51.000Z,0.199,62.496,-201.504,5.823,19,5,1,34.9,10.96,800,9000.0,163.299,0,5.0,1,-23.724501,-46.677501,0.0,0.0,4.7,2,0,3,-23.85138888,-48.16444444,0.0,0.0,8.6,3,0,5
2017-04-10T12:24:03.000Z,0,2017-04-13T15:08:03.000Z,5.815,58.229,-61.771,5.782,20,5,1,69.36,13.07,1400,27000.0,147.833,0,4.0,1,-22.415062,-46.805292,0.0,0.0,5.3,3,0,3,-23.85138888,-48.16444444,0.0,0.0,10.1,3,0,5
2017-04-10T12:41:56.000Z,0,2017-04-13T13:34:41.000Z,0.835,47.605,-71.831,5.055,12,6,1,194.9,11.97,250,1936.0,81.909,0,5.0,1,-22.70277777,-47.62305554,0.0,0.0,7.7,3,0,4,-23.85138888,-48.16444444,0.0,0.0,10.1,3,0,5
2017-04-27T13:39:47.000Z,0,2017-05-05T17:56:04.000Z,0.257,26.077,-189.896,9.275,11,3,0,32.64,10.96,1500,49500.0,129.666,0,5.0,1,-22.415062,-46.805292,2.8,2.4,3.0,3,1,2,-23.85138888,-48.16444444,0.0,0.0,7.1,3,0,4
2017-05-15T15:30:06.000Z,0,2017-05-22T16:47:58.000Z,0.2,63.666,-80.334,9.715,23,5,1,109.9,12.27,2000,23625.0,254.34,0,3.0,1,-21.855567,-48.799717,0.0,0.0,6.4,3,0,4,-23.85194444,-48.16472222,0.0,0.0,9.2,3,0,5
2017-05-26T11:26:55.000Z,0,2017-05-31T13:59:53.000Z,0.207,3.611,-140.389,5.265,7,5,1,92.5,13.67,2963,47520.0,175.124,0,1.0,1,-23.951972,-46.530472,0.0,0.0,2.8,2,0,2,-23.85138888,-48.16444444,0.0,0.0,5.6,3,0,4
2017-05-29T14:32:35.000Z,0,2017-05-31T13:09:56.000Z,0.21,4.038,-163.962,2.12,10,1,0,139.9,12.48,500,2760.0,177.184,0,5.0,1,-22.70277777,-47.62305554,0.2,0.2,5.8,3,1,4,-23.85194444,-48.16472222,0.0,0.0,5.6,3,0,4
2017-06-02T10:56:00.000Z,0,2017-06-12T12:59:50.000Z,0.232,1.012,-238.988,10.138,9,5,1,69.99,12.83,500,1056.0,106.853,0,5.0,1,-23.72472221,-46.67805554,0.0,0.0,9.5,2,0,5,-23.85138888,-48.16444444,0.0,0.0,4.9,3,0,3
2017-06-09T12:59:54.000Z,0,2017-06-16T17:13:30.000Z,0.183,65.078,-270.922,9.895,19,2,0,49.9,11.85,700,18375.0,174.467,0,1.0,1,-23.496294,-46.620088,0.0,0.0,12.0,3,0,6,-23.85194444,-48.16472222,0.0,0.0,4.8,3,0,3
2017-07-26T09:06:45.000Z,0,2017-07-28T18:41:45.000Z,31.501,29.601,-114.399,4.945,20,0,0,29.0,11.85,250,640.0,130.64,0,5.0,1,-23.72472221,-46.67805554,0.0,0.0,2.7,2,0,2,-23.85138888,-48.16444444,0.0,0.0,8.7,4,0,5
2017-07-25T20:43:04.000Z,0,2017-07-28T21:04:28.000Z,0.169,126.546,-17.454,8.295,14,4,0,52.9,13.39,1350,5040.0,160.905,0,5.0,1,-23.52333332,-46.86916666,0.0,0.0,5.7,4,0,4,-23.85194444,-48.16472222,0.0,0.0,8.7,4,0,5
2017-07-26T15:53:49.000Z,0,2017-08-01T18:18:54.000Z,0.194,74.641,-21.359,9.219,13,0,0,25.9,11.85,150,2816.0,193.429,0,5.0,1,-23.496294,-46.620088,0.0,0.0,4.3,3,0,3,-23.85194444,-48.16472222,0.0,0.0,6.1,4,0,4
2017-08-02T11:29:58.000Z,0,2017-08-08T11:53:10.000Z,0.239,92.244,-27.756,9.87,15,6,1,51.92,12.7,700,4200.0,252.75,0,4.0,1,-21.855567,-48.799717,0.0,0.0,4.5,2,0,3,-23.85194444,-48.16472222,0.2,0.2,2.9,2,1,2
2017-08-07T19:15:49.000Z,0,2017-08-11T21:25:29.000Z,0.257,125.344,-42.656,9.323,13,3,0,205.0,18.14,3300,54000.0,140.869,0,5.0,1,-23.496294,-46.620088,0.0,0.0,6.9,4,0,4,-23.85138888,-48.16444444,0.0,0.0,10.7,4,0,5
2017-08-11T20:37:49.000Z,0,2017-08-18T20:12:30.000Z,0.279,51.209,-92.791,9.128,17,3,0,34.99,11.85,100,2100.0,348.562,0,5.0,1,-20.57999999,-47.37999999,0.0,0.0,7.3,4,0,4,-23.85138888,-48.16444444,0.0,0.0,5.3,4,0,3
2017-08-31T17:25:17.000Z,0,2017-09-04T23:43:56.000Z,0.503,7.347,-136.653,4.59,9,4,0,102.0,13.05,473,4368.0,172.703,0,5.0,1,-23.48333333,-46.61666666,0.0,0.0,8.0,3,0,5,-23.85138888,-48.16444444,0.0,0.0,6.5,4,0,4
2017-09-12T17:07:24.000Z,0,2017-09-13T20:19:36.000Z,0.311,23.533,-72.467,2.127,17,1,0,131.0,25.23,6700,64000.0,153.709,0,5.0,1,-22.415062,-46.805292,0.2,0.2,10.0,3,1,5,-23.85138888,-48.16444444,0.0,0.0,7.6,4,0,4
2017-09-08T22:06:51.000Z,0,2017-09-13T20:10:08.000Z,0.163,11.69,-132.31,5.413,10,5,1,82.99,12.92,200,1320.0,175.236,0,1.0,1,-23.496294,-46.620088,0.0,0.0,7.3,4,0,4,-23.85194444,-48.16472222,0.0,0.0,7.6,4,0,4
2017-10-16T19:42:37.000Z,0,2017-10-19T20:37:51.000Z,0.231,33.592,-62.408,4.448,9,0,0,29.0,11.85,200,352.0,126.873,0,5.0,1,-23.72472221,-46.67805554,0.0,0.0,9.1,4,0,5,-23.85138888,-48.16444444,0.0,0.0,16.7,4,0,7
2017-10-25T22:35:47.000Z,0,2017-10-31T21:32:03.000Z,62.377,40.038,-103.962,10.223,16,6,1,210.0,13.81,1000,7392.0,140.819,0,3.0,1,-23.724501,-46.677501,0.0,0.0,10.6,4,0,5,-23.85138888,-48.16444444,0.0,0.0,11.6,4,0,6
2017-10-30T20:22:09.000Z,0,2017-11-06T18:09:45.000Z,0.266,313.897,-94.103,19.998,18,2,0,168.98,14.2,1500,12800.0,144.646,0,5.0,1,-23.48333333,-46.61666666,0.0,0.0,5.3,4,0,3,-23.85138888,-48.16444444,0.2,0.2,9.5,4,1,5
2017-11-06T20:58:40.000Z,0,2017-11-14T23:33:00.000Z,40.463,114.711,-53.289,14.573,9,2,0,135.0,13.97,1600,31500.0,334.575,0,4.0,1,-20.35976,-47.77522,0.0,0.0,8.2,4,0,5,-23.85138888,-48.16444444,0.0,0.0,10.0,4,0,5
2017-11-17T12:30:27.000Z,0,2017-11-23T19:24:47.000Z,0.204,166.584,-73.416,13.237,13,5,1,75.0,16.16,2600,15000.0,130.946,0,4.0,1,-23.72472221,-46.67805554,0.0,0.0,6.9,3,0,4,-23.85138888,-48.16444444,0.0,0.0,7.9,4,0,4
2017-12-01T15:38:43.000Z,0,2017-12-07T18:29:30.000Z,0.284,53.993,-90.008,8.38,9,3,0,133.0,16.56,584,2288.0,248.473,0,5.0,1,-21.338432,-48.114007,0.6,0.2,4.9,3,1,3,-23.85138888,-48.16444444,6.8,5.0,7.7,4,2,4
2017-11-30T20:28:34.000Z,0,2017-12-08T18:51:16.000Z,85.251,64.916,-78.834,14.189,14,5,1,49.0,13.41,1550,19800.0,368.357,0,3.0,1,-21.085675,-49.920388,15.6,6.8,9.6,4,2,5,-23.85138888,-48.16444444,0.0,0.0,11.3,4,0,6
2017-12-07T20:21:06.000Z,0,2017-12-11T18:52:39.000Z,0.859,9.825,-134.175,4.384,9,4,0,49.9,11.85,450,3750.0,111.333,0,5.0,1,-22.70277777,-47.62305554,0.4,0.2,12.0,4,1,6,-23.85138888,-48.16444444,0.0,0.0,13.7,4,0,6
2017-12-09T00:07:06.000Z,0,2017-12-19T12:03:09.000Z,3.681,339.243,171.243,24.786,17,5,1,32.99,12.69,950,14000.0,188.096,0,4.0,0,-23.496294,-46.620088,0.0,0.0,4.3,1,0,3,-23.85194444,-48.16472222,0.0,0.0,8.0,3,0,5
